;form;lemmi;postag;conteggio_lemmi;conteggio_postag
14435;ἡμιφώνοις;['ἡμίφωνος'];['a-p---nd-'];1;1
14436;προσθήκης;['προσθήκη'];['n-s---fg-'];1;1
14437;ἀκουσθῆναι;['ἀκούω'];['v--anp---'];1;1
14438;ἐσχάτην;['ἔσχατος'];['a-s---fa-'];1;1
14439;μοῖραν;['μοῖρα'];['n-s---fa-'];1;1
14440;πρόσεστι;['πρόσειμι'];['v3spia---'];1;1
14441;αὑτά;['ἑαυτοῦ'];['p-p---na-'];1;1
14442;χείρονι;['χείρων'];['a-s---ndc'];1;1
14443;καθήκοντες;['καθήκω'];['v-pppamn-'];1;1
14444;ὁραθῆναι;['ὁράω'];['v--anp---'];1;1
14445;Ἄλφα;['Ἄλφα'];['n-s---nn-'];1;1
14446;Ὗ;['Ὗ'];['n-s---nn-'];1;1
14447;ἠκούσθη;['ἀκούω'];['v3saip---'];1;1
14448;βιασαμένων;['βιάω'];['v-papmng-'];1;1
14449;ἀπελάσαν;['ἀπελαύνω'];['v-sapann-'];1;1
14450;πατρῴων;['πατρῷος'];['a-p---ng-'];1;1
14451;ἐκδιῶξαν;['ἐκδιώκω'];['v-sapann-'];1;1
14452;συνδέσμων;['σύνδεσμος'];['n-p---mg-'];1;1
14453;προθέσεων;['πρόθεσις'];['n-p---fg-'];1;1
14454;ἔκτοπον;['ἔκτοπος'];['a-s---fa-'];1;1
14455;τίνων;['τίς'];['p-p---cg-', 'p-p---ng-'];1;2
14456;ἐπεδήμουν;['ἐπιδημέω'];['v1siia---'];1;1
14457;Κυβέλῳ;['Κύβελον'];['n-s---nd-'];1;1
14458;πολίχνιον;['πολίχνιον'];['n-s---na-', 'n-s---nn-'];1;2
14459;ἀηδές;['ἀηδής'];['a-s---nn-'];1;1
14460;ἄποικον;['ἄποικος'];['a-s---nn-'];1;1
14461;ἐπηγόμην;['ἐπάγω'];['v1siie---'];1;1
14462;Ῥῶ;['Ῥῶ'];['n-s---na-', 'n-s---nd-'];1;2
14463;γειτόνων;['γείτων'];['n-p---mg-'];1;1
14464;κατηγόμην;['κατάγω'];['v1siie---'];1;1
14465;κωμῳδιῶν;['κωμῳδία'];['n-p---fg-'];1;1
14466;ποιητῇ;['ποιητής'];['n-s---md-'];1;1
14467;Λυσίμαχος;['Λυσίμαχος'];['n-s---mn-'];1;1
14468;Βοιώτιος;['Βοιώτιος'];['a-s---mn-'];1;1
14469;ἀνέκαθεν;['ἀνέκαθεν'];['d--------'];1;1
14470;ἀξιῶν;['ἀξιόω'];['v--pna---', 'v-sppamn-'];1;2
14471;ἐφώρασα;['φωράω'];['v1saia---'];1;1
14472;ἀνομίας;['ἀνομία'];['n-s---fg-'];1;1
14473;ἡσύχασα;['ἡσυχάζω'];['v1saia---'];1;1
14474;ἀγαπῶν;['ἀγαπάω'];['v-sppann-'];1;1
14475;ἄλλ’;['ἄλλος'];['p-p---na-'];1;1
14476;προσβιάζεται;['προσβιάζομαι'];['v3spie---'];1;1
14477;εὐθύνω;['εὐθύνω'];['v1spia---'];1;1
14478;εἰδόσιν;['οἶδα'];['v-pppamd-', 'v-prpand-'];1;2
14479;τέτταρα;['τέσσαρες'];['m-p---na-'];1;1
14480;κατατολμῶν;['κατατολμάω'];['v-sppann-'];1;1
14481;τετταράκοντα;['τεσσαράκοντα'];['m--------'];1;1
14482;ἐπισπώμενον;['ἐπισπάω'];['v-sppenn-'];1;1
14483;ἴδια;['ἴδιος'];['a-p---na-', 'a-p---nn-'];1;2
14484;ταυτὶ;['οὗτος'];['p-p---na-', 'p-p---nn-'];1;2
14485;ἀποστεροῦν;['ἀποστερέω'];['v-sfpann-'];1;1
14486;συγγεγενημένων;['συγγίγνομαι'];['v-prpeng-'];1;1
14487;συντεθραμμένων;['συντρέφω'];['v-prpeng-'];1;1
14488;γραμμάτων;['γράμμα'];['n-p---ng-'];1;1
14489;οἰστὸν;['οἰστός'];['a-s---nn-'];1;1
14490;ἄκουσμα;['ἄκουσμα'];['n-s---nn-'];1;1
14491;ἐδακνόμην;['δάκνω'];['v1siie---'];1;1
14492;ὁπότε;['ὁπότε'];['c--------', 'd--------'];1;2
14493;ἐτόλμησε;['τολμάω'];['v3saia---'];1;1
14494;καττίτερον;['κασσίτερος'];['n-s---ma-'];1;1
14495;κάττυμα;['κάσσυμα'];['n-s---na-'];1;1
14496;πίτταν;['πίσσα'];['n-s---fa-'];1;1
14497;ἀπερυθριᾶσαν;['ἀπερυθριάω'];['v-sapann-'];1;1
14498;βασίλισσαν;['βασίλισσα'];['n-s---fa-'];1;1
14499;βασίλιτταν;['βασίλισσα'];['n-s---fa-'];1;1
14500;ὀνομάζειν;['ὀνομάζω'];['v--pna---'];1;1
14501;ἀγανακτῶ;['ἀγανακτέω'];['v1spia---'];1;1
14502;πίμπραμαι;['πίμπρημι'];['v1spie---'];1;1
14503;δεδιὸς;['δείδω'];['v-srpann-'];1;1
14504;σῦκα;['σῦκον'];['n-p---na-'];1;1
14505;τῦκά;['τῦκον'];['n-p---na-'];1;1
14506;ὀνομάσῃ;['ὀνομάζω'];['v3sasa---'];1;1
14507;Διὸς;['Ζεύς'];['n-s---mg-'];1;1
14508;ἀθυμοῦντι;['ἀθυμόω'];['v-sppand-'];1;1
14509;μεμονωμένῳ;['μονόω'];['v-srpemd-'];1;1
14510;βοηθησόντων;['βοηθέω'];['v-pfpamg-'];1;1
14511;σύγγνωτε;['συγγιγνώσκω'];['v2pama---'];1;1
14512;δικαίας;['δίκαιος'];['a-s---fg-'];1;1
14513;ἀφαιρουμένῳ;['ἀφαιρέω'];['v-sppend-'];1;1
14514;συνήθων;['συνήθης'];['a-p---fgp', 'a-p---mg-', 'a-p---mn-', 'a-p---ng-'];1;4
14515;συνεσχολακότων;['συσχολάζω'];['v-prpang-'];1;1
14516;κίσσαν;['κίσσα'];['n-s---fa-'];1;1
14517;λάλον;['λάλος'];['a-s---na-'];1;1
14518;ὄρνεον;['ὄρνεον'];['n-s---na-'];1;1
14519;ἔπος;['ἔπος'];['n-s---na-'];1;1
14520;κόλπων;['κόλπος'];['n-p---mg-'];1;1
14521;ἁρπάσαν;['ἁρπάζω'];['v-sapann-'];1;1
14522;κίτταν;['κίσσα'];['n-s---fa-'];1;1
14523;ὠνόμασεν;['ὀνομάζω'];['v3saia---'];1;1
14524;ἀφείλετο;['ἀφαιρέω'];['v3saim---'];1;1
14525;φάσσαν;['φάσσα'];['n-s---fa-'];1;1
14526;νήσσαις;['νῆττα'];['n-p---fd-'];1;1
14527;κοσσύφοις;['κόσσυφος'];['n-p---md-'];1;1
14528;ἀπαγορεύοντος;['ἀπαγορεύω'];['v-sppamg-'];1;1
14529;περιέσπασε;['περισπάω'];['v3saia---'];1;1
14530;μελισσῶν;['μέλισσα'];['n-p---fg-'];1;1
14531;Ἀττικὴν;['Ἀττική'];['n-s---fa-'];1;1
14532;ἀνήρπασεν;['ἀναρπάζω'];['v3saia---'];1;1
14533;ἀνόμως;['ἄνομος'];['d--------'];1;1
14534;Ὑμησσὸν;['Ὑμησσός'];['n-s---ma-'];1;1
14535;ὁρώντων;['ὁράω'];['v-pppamg-'];1;1
14536;συλλαβῶν;['συλλαβή'];['n-p---fg-'];1;1
14537;Θεσσαλίας;['Θεσσαλία'];['n-s---fg-'];1;1
14538;ἀξιοῦν;['ἀξιόω'];['v--pna---', 'v-sppann-'];1;2
14539;ἀποκέκλεικέ;['ἀποκλῄζω'];['v3sria---'];1;1
14540;κήποις;['κῆπος'];['n-p---md-'];1;1
14541;φεισάμενον;['φείδομαι'];['v-sapmnn-'];1;1
14542;σευτλίων;['σεῦτλος'];['n-p---ng-'];1;1
14543;λεγόμενον;['λέγω', 'λέγω1'];['v-sppema-', 'v-sppena-', 'v-sppenn-'];2;3
14544;πάσσαλόν;['πάσσαλος'];['n-s---ma-'];1;1
14545;ἀνεξίκακόν;['ἀνεξίκακος'];['a-s---nn-'];1;1
14546;μαρτυρεῖτέ;['μαρτυρέω'];['v2ppia---'];1;1
14547;ἐγκαλέσαντι;['ἐγκαλέω'];['v-sapand-'];1;1
14548;Ζῆτα;['Ζῆτα'];['n-s---na-', 'n-s---nd-', 'n-s---ng-'];1;3
14549;σμάραγδον;['σμάραγδος'];['n-s---fa-'];1;1
14550;ἀποσπάσαντι;['ἀποσπάω'];['v-sapand-'];1;1
14551;ἀφελομένῳ;['ἀφαιρέω'];['v-sapmnd-'];1;1
14552;Σμύρναν;['Σμύρνα', 'Σμύρνη'];['n-s---fa-'];2;1
14553;Ξῖ;['Ξῖ'];['n-s---nd-'];1;1
14554;παραβάντι;['παραβαίνω'];['v-sapand-'];1;1
14555;συνθήκην;['συνθήκη'];['n-s---fa-'];1;1
14556;συγγραφέα;['συγγραφεύς'];['n-s---ma-'];1;1
14557;ἔχοντι;['ἔχω'];['v-sppamd-', 'v-sppand-'];1;2
14558;Θουκυδίδην;['Θουκυδίδης'];['n-s---ma-'];1;1
14559;ἀποθλίψεως;['ἀπόθλιψις'];['n-s---fg-'];1;1
14560;ἐπέρχεται;['ἐπέρχομαι'];['v3spie---'];1;1
14561;γείτονί;['γείτων'];['n-s---md-'];1;1
14562;νοσήσαντι;['νοσέω'];['v-sapand-'];1;1
14563;συγγνώμη;['συγγνώμη'];['n-s---fn-'];1;1
14564;φυτεύσαντί;['φυτεύω'];['v-sapand-'];1;1
14565;μυρρίνας;['μυρσίνη'];['n-p---fa-'];1;1
14566;παίσαντί;['παίω1'];['v-sapand-'];1;1
14567;μέ;['ἐγώ'];['p1s---ca-'];1;1
14568;μελαγχολίας;['μελαγχολία'];['n-s---fg-'];1;1
14569;κόρρης;['κόρση'];['n-s---fg-'];1;1
14570;βίαιον;['βίαιος'];['a-s---nn-'];1;1
14571;λοιπά;['λοιπός'];['a-p---na-', 'a-p---nn-'];1;2
14572;Δέλτα;['Δέλτα'];['n-s---na-', 'n-s---ng-'];1;2
14573;Θῆτα;['Θῆτα'];['n-s---na-', 'n-s---ng-'];1;2
14574;ἠδίκησε;['ἀδικέω'];['v3saia---'];1;1
14575;κάλει;['καλέω'];['v2spma---'];1;1
14576;ἀδικηθέντα;['ἀδικέω'];['v-pappna-'];1;1
14577;ἀφείλετό;['ἀφαιρέω'];['v3saim---'];1;1
14578;ἐνδελέχειαν;['ἐνδελέχεια'];['n-s---fa-'];1;1
14579;ἐντελέχειαν;['ἐντελέχεια'];['n-s---fa-'];1;1
14580;δακρύοντος;['δακρύω'];['v-sppang-'];1;1
14581;τρίχας;['θρίξ'];['n-p---fa-'];1;1
14582;τίλλοντος;['τίλλω'];['v-sppang-'];1;1
14583;κολοκύνθης;['κολόκυνθα'];['n-s---fg-'];1;1
14584;συρίζειν;['συρίζω'];['v--pna---'];1;1
14585;σαλπίζειν;['σαλπίζω'];['v--pna---'];1;1
14586;μηκέτ’;['μηκέτι'];['d--------'];1;1
14587;γρύζειν;['γρύζω'];['v--pna---'];1;1
14588;ἀνάσχοιτο;['ἀνέχω'];['v3saom---'];1;1
14589;ἐξαρκέσειε;['ἐξαρκέω'];['v3saoa---'];1;1
14590;δίκη;['δίκη'];['n-s---fn-'];1;1
14591;πονηρότατον;['πονηρός'];['a-s---nas'];1;1
14592;προπεπραγμένοις;['προπράσσω'];['v-prpend-'];1;1
14593;προστιθὲν;['προστίθημι'];['v-sppann-'];1;1
14594;ἀποθλίψει;['ἀποθλίβω'];['v3sfia---'];1;1
14595;ἀγαγόντα;['ἄγω'];['v-sapama-'];1;1
14596;γράμμασιν;['γράμμα'];['n-p---nd-'];1;1
14597;ἀριθμεῖσθαι;['ἀριθμέω'];['v--pne---'];1;1
14598;ἴσῳ;['ἴσος'];['a-s---nd-'];1;1
14599;ὁμόφυλον;['ὁμόφυλος'];['a-s---na-'];1;1
14600;στοιχείων;['στοιχεῖον'];['n-p---ng-'];1;1
14601;ἀδικεῖ;['ἀδικέω'];['v3spia---'];1;1
14602;ἀνθρώπειον;['ἀνθρώπειος'];['a-s---na-', 'a-s---nn-'];1;2
14603;μεταβέβηκε;['μεταβαίνω'];['v3sria---'];1;1
14604;τουτονὶ;['οὗτος'];['p-s---ma-'];1;1
14605;γλώσσαις;['γλῶσσα'];['n-p---fd-'];1;1
14606;ἀνέμνησε;['ἀναμιμνῄσκω'];['v3saia---'];1;1
14607;ἀπήλασε;['ἀπελαύνω'];['v3saia---'];1;1
14608;γλῶτταν;['γλῶσσα'];['n-s---fa-'];1;1
14609;νόσημα;['νόσημα'];['n-s---na-', 'n-s---nv-'];1;2
14610;μεταβήσομαι;['μεταβαίνω'];['v1sfim---'];1;1
14611;συναγορεύσω;['συναγορεύω'];['v1sfia---'];1;1
14612;πλημμελεῖ;['πλημμελέω'];['v3spia---'];1;1
14613;δεσμοῖς;['δεσμός'];['n-p---md-'];1;1
14614;τισι;['τις'];['p-p---cd-', 'p-p---fd-', 'p-p---nd-'];1;3
14615;στρεβλοῦν;['στρεβλόω'];['v--pna---'];1;1
14616;σπαράττειν;['σπαράσσω'];['v--pna---'];1;1
14617;ἐπιχειρεῖ;['ἐπιχειρέω'];['v3spia---'];1;1
14618;παρεισπεσὸν;['παρεισπίπτω'];['v-sapann-'];1;1
14619;ταλὸν;['ταλός'];['a-s---na-'];1;1
14620;προεδρίαν;['προεδρία'];['n-s---fa-'];1;1
14621;κλήματος;['κλῆμα'];['n-s---ng-'];1;1
14622;διαλέγεται;['διαλέγω'];['v3spie---'];1;1
14623;τλῆμον;['τλήμων'];['a-s---fv-', 'a-s---mv-', 'a-s---nn-'];1;3
14624;τλῆμα;['τλῆμα'];['n-s---na-'];1;1
14625;πεποίηκε;['ποιέω'];['v3sria---'];1;1
14626;κλῆμα;['κλῆμα'];['n-s---na-'];1;1
14627;μεγάλῳ;['μέγας'];['a-s---md-', 'a-s---nd-'];1;2
14628;βασιλεῖ;['βασιλεύς'];['n-s---md-'];1;1
14629;εἶξαί;['εἴκω'];['v--ana---'];1;1
14630;ἐκστῆναι;['ἐξίστημι'];['v--ana---'];1;1
14631;ἐπιβουλεύει;['ἐπιβουλεύω'];['v3spia---'];1;1
14632;Κῦρον;['Κῦρος'];['n-s---ma-'];1;1
14633;Τῦρόν;['Τῦρος'];['n-s---ma-'];1;1
14634;ἀπέφηνεν;['ἀποφαίνω'];['v3saia---'];1;1
14635;δικάζετε;['δικάζω'];['v2ppia---'];1;1
14636;κλάουσιν;['κλαίω'];['v3ppia---'];1;1
14637;ὀδύρονται;['ὀδύρομαι'];['v3ppie---'];1;1
14638;Κάδμῳ;['Κάδμος'];['n-s---md-'];1;1
14639;καταρῶνται;['καταράομαι'];['v3ppie---'];1;1
14640;παρήγαγε;['παράγω'];['v3saia---'];1;1
14641;σώματί;['σῶμα'];['n-s---nd-'];1;1
14642;τυράννους;['τύραννος'];['n-p---ma-'];1;1
14643;ἀκολουθήσαντας;['ἀκολουθέω'];['v-papama-'];1;1
14644;μιμησαμένους;['μιμέομαι'];['v-papmma-'];1;1
14645;πλάσμα;['πλάσμα'];['n-s---na-'];1;1
14646;τεκτήναντας;['τεκταίνομαι'];['v-papama-'];1;1
14647;ἀνασκολοπίζειν;['ἀνασκολοπίζω'];['v--pna---'];1;1
14648;τεχνήματι;['τέχνημα'];['n-s---nd-'];1;1
14649;πονηρὰν;['πονηρός'];['a-s---fa-'];1;1
14650;ἐπωνυμίαν;['ἐπωνυμία'];['n-s---fa-'];1;1
14651;συνελθεῖν;['συνέρχομαι'];['v--ana---'];1;1
14652;πόσων;['πόσος'];['a-p---ng-', 'p-p---mg-', 'p-p---ng-'];1;3
14653;θανάτων;['θάνατος'];['n-p---mg-'];1;1
14654;νομίζετε;['νομίζω'];['v2ppia---', 'v2ppma---'];1;2
14655;ὑπολείπεσθαι;['ὑπολείπω'];['v--pne---'];1;1
14656;ὑποσχεῖν;['ὑπέχω'];['v--ana---'];1;1
14657;τάξεως;['τάξις'];['n-s---fg-'];1;1
14658;ἀλλοτρίαν;['ἀλλότριος'];['a-s---fa-'];1;1
14659;ἐπιτρέψετε;['ἐπιτρέπω'];['v2pfia---'];1;1
14660;γράφεται;['γράφω'];['v3spie---'];1;1
14661;ἐτάχθη;['τάσσω'];['v3saip---'];1;1
14662;ἕξουσιν;['ἔχω'];['v3pfia---'];1;1
14663;οἶμαί;['οἴομαι'];['v1spie---'];1;1
14664;ἀμελείας;['ἀμέλεια'];['n-s---fg-'];1;1
14665;παροράσεως;['παρόρασις'];['n-s---fg-'];1;1
14666;ἐπιτρέψαι;['ἐπιτρέπω'];['v--ana---'];1;1
14667;καθυφήσετε;['καθυφίημι'];['v2pfia---'];1;1
14668;παραλειπτέον;['παραλειπτέος'];['a-s---nn-'];1;1
14669;ἀδικουμένῳ;['ἀδικέω'];['v-sppend-'];1;1
14670;ἀνεκόπησαν;['ἀνακόπτω'];['v3paip---'];1;1
14671;τόλμαι;['τόλμα'];['n-p---fn-'];1;1
14672;ἀρξαμένων;['ἄρχω'];['v-papmng-'];1;1
14673;παρανομεῖν;['παρανομέω'];['v--pna---'];1;1
14674;ἐπολέμει;['πολεμέω'];['v3siia---'];1;1
14675;Λάμβδα;['Λάμβδα'];['n-s---na-', 'n-s---nn-'];1;2
14676;διαμφισβητοῦν;['διαμφισβητέω'];['v-sppann-'];1;1
14677;κισήρεως;['κίσηρις'];['n-s---fg-'];1;1
14678;κεφαλαργίας;['κεφαλαργία'];['n-s---fg-'];1;1
14679;Γάμμα;['Γάμμα'];['n-s---nn-'];1;1
14680;Κάππα;['Κάππα'];['n-s---nd-'];1;1
14681;διηγωνίζετο;['διαγωνίζομαι'];['v3siie---'];1;1
14682;ἤρχετο;['ἔρχομαι'];['v3siie---'];1;1
14683;γναφείῳ;['κναφεῖον'];['n-s---nd-'];1;1
14684;γναφάλλων;['γνάφαλλον'];['n-p---ng-'];1;1
14685;ἐπέπαυτο;['παύω'];['v3slie---'];1;1
14686;μαχόμενον;['μάχομαι'];['v-sppema-', 'v-sppenn-'];1;2
14687;μόγις;['μόγις'];['d--------'];1;1
14688;ἀφαιρούμενον;['ἀφαιρέω'];['v-sppena-', 'v-sppenn-'];1;2
14689;παρακλέπτον;['παρακλέπτω'];['v-sppann-'];1;1
14690;ἠρέμει;['ἠρεμέω'];['v3siia---'];1;1
14691;συγχύσεως;['σύγχυσις'];['n-s---fg-'];1;1
14692;παρανόμου;['παράνομος'];['a-s---fg-'];1;1
14693;τετύχηκε;['τυγχάνω'];['v3sria---'];1;1
14694;Καύκασος;['Καύκασος'];['n-s---mn-'];1;1
14695;Ἥφαιστε;['Ἥφαιστος'];['n-s---mv-'];1;1
14696;ἄθλιον;['ἄθλιος'];['a-s---ma-'];1;1
14697;Τιτᾶνα;['Τιτάν'];['n-s---ma-'];1;1
14698;προσηλῶσθαι;['προσηλόω'];['v--pne---'];1;1
14699;περισκοπῶμεν;['περισκοπέω'];['v1ppsa---'];1;1
14700;χιόνος;['χιών'];['n-s---fg-'];1;1
14701;γυμνόν;['γυμνός'];['a-s---nn-'];1;1
14702;βεβαιότερον;['βέβαιος'];['a-s---nac'];1;1
14703;καταπαγείη;['καταπήγνυμι'];['v3saop---'];1;1
14704;δεσμὰ;['δεσμός'];['n-p---na-', 'n-p---nn-'];1;2
14705;κρεμάμενος;['κρεμάννυμι'];['v-sppemn-'];1;1
14706;καταπτήσεται;['καταπέτομαι'];['v3sfim---'];1;1
14707;ἀποκερῶν;['ἀποκείρω'];['v-sfpamn-'];1;1
14708;ἧπαρ;['ἧπαρ'];['n-s---na-'];1;1
14709;εὐμηχάνου;['εὐμήχανος'];['a-s---fg-'];1;1
14710;πλαστικῆς;['πλαστικός'];['a-s---fg-'];1;1
14711;μάντις;['μάντις'];['n-s---mn-'];1;1
14712;προεγίγνωσκες;['προγιγνώσκω'];['v2siia---'];1;1
14713;κολασθησόμενος;['κολάζω'];['v-sfppmn-'];1;1
14714;ἠπιστάμην;['ἐπίσταμαι'];['v1siie---'];1;1
14715;Ἑρμῆ;['Ἑρμῆς'];['n-s---mv-'];1;1
14716;ἀπολυθήσομαι;['ἀπολύω'];['v1sfip---'];1;1
14717;Θηβῶν;['Θῆβαι'];['n-p---fg-'];1;1
14718;ἀφίξεται;['ἀφικνέομαι'];['v3sfim---'];1;1
14719;ἀδελφὸς;['ἀδελφός'];['n-s---mn-'];1;1
14720;μακρὰν;['μακράν', 'μακρός'];['a-s---fa-', 'd--------'];2;2
14721;κατατοξεύσων;['κατατοξεύω'];['v-sfpamn-'];1;1
14722;φὴς;['φημί'];['v2spia---'];1;1
14723;ἐπιπτήσεσθαί;['ἐπιπέτομαι'];['v--fnm---'];1;1
14724;Προμηθεῦ;['Προμηθεύς'];['n-s---mv-'];1;1
14725;ἐπίδοιμὶ;['ἐφοράω'];['v1saoa---'];1;1
14726;λελυμένον;['λύω'];['v-srpema-'];1;1
14727;εὐωχούμενον;['εὐωχέω'];['v-sppema-'];1;1
14728;κρεανομοῦντά;['κρεανομέω'];['v-sppama-'];1;1
14729;θάρρει;['θαρσέω'];['v2spma---'];1;1
14730;συνευωχήσομαι;['συνευωχέομαι'];['v1sfim---'];1;1
14731;Ζεὺς;['Ζεύς'];['n-s---mn-'];1;1
14732;λύσει;['λύω'];['v3sfia---'];1;1
14733;μικρᾶς;['μικρός'];['a-s---fg-'];1;1
14734;εὐεργεσίας;['εὐεργεσία'];['n-s---fg-'];1;1
14735;ὀκνήσῃς;['ὀκνέω'];['v2sasa---'];1;1
14736;οἶσθα;['οἶδα'];['v2sria---'];1;1
14737;Θέτιν;['Θέτις'];['n-s---fa-'];1;1
14738;μισθὸς;['μισθός'];['n-s---mn-'];1;1
14739;λύτρα;['λύτρον'];['n-p---na-', 'n-p---nn-'];1;2
14740;καταδίκης;['καταδίκη'];['n-s---fg-'];1;1
14741;Τιτάν;['Τιτάν'];['n-s---mv-'];1;1
14742;Κρόνε;['Κρόνος'];['n-s---mv-'];1;1
14743;Ἰαπετὲ;['Ἰαπετός'];['n-s---mv-'];1;1
14744;πέπονθα;['πάσχω'];['v1sria---'];1;1
14745;κακοδαίμων;['κακοδαίμων'];['a-s---mn-'];1;1
14746;οὑτοσὶ;['οὗτος'];['p-s---mn-'];1;1
14747;ὑπόμενε;['ὑπομένω'];['v2spma---'];1;1
14748;καρτερῶς;['καρτερός', 'καρτερός'];['d--------'];2;1
14749;Θηβαῖον;['Θηβαῖος'];['a-s---ma-'];1;1
14750;τοξότην;['τοξότης'];['n-s---ma-'];1;1
14751;ἐπιφανῆναι;['ἐπιφαίνω'];['v--anp---'];1;1
14752;παύσειέ;['παύω'];['v3saoa---'];1;1
14753;ἀνατεμνόμενον;['ἀνατέμνω'];['v-sppema-'];1;1
14754;ὀρνέου;['ὄρνεον'];['n-s---ng-'];1;1
14755;εἰργάσω;['ἐργάζομαι'];['v2saim---'];1;1
14756;πρῶτα;['πρῶτος'];['a-p---na-', 'a-p---nns'];1;2
14757;νομὴν;['νομή'];['n-s---fa-'];1;1
14758;ἐγχειρισθεὶς;['ἐγχειρίζω'];['v-sappmn-'];1;1
14759;ἀπατηλήν;['ἀπατηλός'];['a-s---fa-'];1;1
14760;ὑπεξελέσθαι;['ὑπεξαιρέω'];['v--anm---'];1;1
14761;παραλογίσασθαι;['παραλογίζομαι'];['v--anm---'];1;1
14762;ὀστᾶ;['ὀστέον'];['n-p---na-', 'n-p---nn-'];1;2
14763;καλύψας;['καλύπτω'];['v-sapamn-'];1;1
14764;ἀργέτι;['ἀργής'];['a-s---md-'];1;1
14765;δημῷ;['δημός'];['n-s---md-'];1;1
