;form;lemmi_relation;lemmi_definitivo
36195;Ποντίφικες;['Ποντίφεξ'];['ποντίφιξ']
36209;ἄθλοις;['ἆθλον'];['ἄεθλον']
36213;Παλλαντίῳ;['Παλλάντιον', 'Παλλάντιος'];['Παλλάντιον']
36219;λῃστής;['ληιστής'];['λῃστής']
36232;ἐλέγχων;['ἔλεγχος2'];['ἔλεγχος']
36261;ἀντεμυκῶντο;['ἀντί-μυκάομαι'];['ἀντιμυκάομαι']
36267;ἀλοιῶν;['ἀλοιάω'];['ἀλοάω']
36272;ἐπικατασκάπτει;['ἐπί-κατασκάπτω'];['ἐπικατασκάπτω']
36276;Εὑρεσίου;['εὑρέσιος'];['Εὑρέσιος']
36279;θύει;['θύω1', 'θύω2'];['θύω']
36284;θεῖόν;['θεῖος1'];['θεῖος']
36318;κεχαρισμένα;['χαρίζομαι'];['χαρίζω']
36319;θύοιεν;['θύω1'];['θύω']
36327;ἀπαρχομένων;['ἀπάρχομαι'];['ἀπάρχω']
36331;εἰργομένων;['ἔργω1'];['ἔργω']
36342;Ἀχαιῶν;['ἀχαιά', 'Ἀχαιός'];['Ἀχαιός']
36344;Ἀντηνοριδῶν;['Ἀντηνοριδαί'];['Ἀντηνορίδης']
36359;Τρωσὶν;['Τρώς'];['Τρῶες']
36370;Αἰγέστῳ;['Αἰγέστος', 'Αἴγεστος'];['Αἰγέστης', 'Αἴγεστος']
36374;λέγεσθαί;['λέγω3'];['λέγω']
36388;Ἀσκάνιον;['Ἀσκάνιος', 'Ἄσκάνιος'];['Ἀσκάνιος']
36427;ὑπέστρωτο;['ὑπό-στόρεννυμι'];['ὑποστορέννυμι']
36437;ὑπεστρωμένων;['ὑπό-στόρεννυμι'];['ὑποστορέννυμι']
36454;κατέδονται;['κατέδω'];['κατεσθίω']
36479;καθέζεται;['κατά-ἕζομαι'];['καθέζομαι']
36495;χωρητέον;['χωρητέον'];['χωρητέος']
36502;προσπεσεῖν;['προσπίτνω'];['προσπίπτω']
36514;Τρωσί;['Τρώς'];['Τρῶες']
36522;δαιμόνιόν;['δαιμόνιον', 'δαιμόνιος'];['δαιμόνιον']
36526;σῖτα;['σῖτος'];['σῖτα']
36532;ἐκτεκεῖν;['ἐκ-τίκτω'];['ἐκτίκτω']
36538;γειναμένῃ;['γείνομαι'];['γίγνομαι']
36542;Λαουινιάται;['Λαουινιάται'];['Λαουϊνιᾶται']
36543;Τρωσὶ;['Τρώς'];['Τρῶες']
36593;Τρῶές;['Τρώς'];['Τρῶες']
36607;ἀπιοῦσι;['ἄπειμι1', 'ἄπειμι2'];['ἄπειμι']
36629;σώζεσθαί;['σώζω'];['σῴζω']
36682;Ἀσκάνιος;['Ἀσκάνιος', 'Ἄσκάνιος'];['Ἀσκάνιος']
36692;Λαουϊνιατῶν;['Λαουϊνιάτος'];['Λαουϊνιᾶται']
36717;ἐμμέμικται;['ἐμμίγνυμαι'];['ἐμμίγνυμι']
36722;Ἀσκανίου;['Ἀσκάνιος', 'Ἄσκάνιος'];['Ἀσκάνιος']
36728;Θρᾴκιον;['Θρᾷξ'];['Θρᾴκιος']
36729;Κρουσαῖον;['Κρουσαίος'];['Κρουσαῖος']
36732;πιστότατος;['πιστός2'];['πιστός']
36740;Λαοκοωντίδας;['Λαοκόων'];['Λαοκοωντίδης']
36746;πάρεστ᾽;['πάρειμι1'];['πάρειμι']
36766;στρατιῆς;['στρατία', 'στρατιά'];['στρατιά']
36799;Καπύας;['Καπύη'];['Κάπουα']
36812;ἐγκάτθετο;['ἐγκατατίθεμαι'];['ἐγκατατίθημι']
36819;γείνατο;['γείνομαι'];['γίγνομαι']
36823;βεβαιωταὶ;['βεβαιόω'];['βεβαιωτής']
36829;ὑπερίδοι;['ὑπέρ-εἶδον'];['ὑπεροράω']
36831;περιλείπεται;['περιλείπομαι'];['περιλείπω']
36840;ἐξιόντων;['ἔξειμι2', 'ἔξεστι'];['ἔξειμι', 'ἔξεστι']
36847;Κρουσαῖοι;['Κρουσαίος'];['Κρουσαῖος']
36851;Αἴνειαν;['Αἰνείας'];['Αἴνεια']
36880;Βατείας;['βατεία'];['Βατεία']
36888;κατειργόμενοι;['κατείργω'];['κατέργω']
36899;Διορύκτου;['Διορύκτος'];['Διόρυκτος']
36900;Αἰνειάδος;['Αἰνείας'];['Αἰνειάς']
36916;Βουθρωτὸν;['Βουθρωτόν'];['Βουθρωτός']
36921;χρησόμενοι;['χράω2'];['χράω']
36927;κρατίσταις;['κράτιστος'];['ἀγαθός']
36936;περίεισιν;['περίειμι1'];['περίειμι']
36943;Βουθρωτοῦ;['Βουθρωτόν'];['Βουθρωτός']
36974;δωρησαμένου;['δωρέομαι'];['δωρέω']
36977;Δρέπανα;['Δρέπανον', 'δρέπανον'];['Δρέπανον']
36989;σώζεσθαι;['σώζω'];['σῴζω']
36995;προσωτάτω;['προσωτέρω', 'πρόσω'];['πρόσω']
36996;ἀπιούσαις;['ἄπειμι1'];['ἄπειμι']
37011;ἕρμασιν;['ἕρμα1'];['ἕρμα']
37032;σώσαντος;['σώζω'];['σῴζω']
37042;Λευκασίαν;['Λευκασίη'];['Λευκασία']
37049;Καιήτῃ;['Καίητη'];['Καιήτη']
37052;ἀποθανουσῶν;['ἀποθνήσκω'];['ἀποθνῄσκω']
37058;Τρωσίν;['Τρώς'];['Τρῶες']
37071;Τρώεσσιν;['Τρώς'];['Τρῶες']
37096;Σαμοθρᾷκες;['Σαμοθρᾷκες'];['Σαμόθρᾳξ']
37117;Σιλούιον;['Σιλούϊος'];['Σιλούιος']
37119;Ελλάδι;['Ελλάς'];['Ἑλλάς']
37120;λέξειεν;['λέγω3'];['λέγω']
37125;Σιλούϊος;['Σιλούϊος'];['Σιλούιος']
37126;εἰρημένην;['ἐρῶ'];['λέγω']
37127;συνέπεσεν;['συμπίτνω'];['συμπίπτω']
37145;Σιλουΐου;['Σίλουιος'];['Σιλούιος']
37157;τρισκαίδεκα;['τρισκαίδεκα'];['τριακαίδεκα']
37177;πλημμύραν;['πλήμμυρα'];['πλημμύρα']
37218;Δημαγόρᾳ;['Δημαγ́ορας'];['Δημαγόρας']
37223;Ξυπεταιέως;['Ξυπετή'];['Ξυπεταιεύς']
37228;Δαμαστὴς;['Δαμαστὴς'];['Δαμαστής']
37229;Σιγεὺς;['Σιγεὺς'];['Σιγεύς']
37257;Λευκαρίας;['Λευκάρια'];['Λευκαρία']
37282;ἀπιδεῖν;['ἀπό-ἰδέω'];['ἀφοράω']
37285;οὑ;['ὅς'];['οὑ']
37288;Ποσειδωνίας;['Ποσειδώνια'];['Ποσειδωνία']
37296;καταλιπόντος;['καταλιμπάνω'];['καταλείπω']
37298;προειρημένα;['προερέω'];['προλέγω']
37321;Βάτειαν;['Βατεία'];['Βάτεια']
37324;ἔφοδος;['ἔφοδος3'];['ἔφοδος']
37371;Σερούϊος;['Σερούϊος'];['Σερούιος']
37372;Σερούϊον;['Σερούϊος'];['Σερούιος']
37380;Καυκώνιον;['Καυκώνιον'];['Καυκώνιος']
37396;Ἀκαλλαρίδος;['Ἀκαλλάρις'];['Ἀκαλλαρίς']
37402;ἐκτίσθη;['κτίζω', 'ἐκτίνω'];['κτίζω']
37409;ἀφεστηκότων;['ἀφεστήξω'];['ἀφίστημι']
37412;κατηστερίσθαι;['κατά-ἀστερίζω'];['καταστερίζω']
37413;λεγόμεναι;['λέγω3'];['λέγω']
37421;ἐπισυνιόντας;['ἐπί-σύνειμι1'];['ἐπισύνειμι']
37428;περῶσι;['περάω2'];['περάω']
37446;ἀποθνήσκει;['ἀποθνήσκω'];['ἀποθνῄσκω']
37447;Τυρρηνὸς;['Τυρηηνός'];['Τυρρηνός']
37468;ἐξελιμνώθη;['ἐκ-λιμνόομαι'];['ἐκλιμνόομαι']
37473;περιοῦσα;['περίειμι1'];['περίειμι']
37502;προιδομένου;['προεῖδον'];['προοράω']
37523;πλεῖστος;['πλεῖστος'];['πολύς']
37526;μόρον;['μόρον', 'μόρος'];['μόρον']
37540;λόγγα;['λόγγα'];['λόγγος']
37550;ἀνοιγομένων;['ἀνοίγνυμι'];['ἀνοίγω']
37558;λεγομένου;['λέγω3'];['λέγω']
37569;κεκλεισμένων;['κλείω1'];['κλείω']
37587;Πατρῴους;['Πατρῷος'];['πατρῷος']
37588;Γενεθλίους;['Γενέθλιος'];['γενέθλιος']
37589;Κτησίους;['Κτήσιος'];['Κτησίος']
37593;ἁμωσγέπως;['ἀμῶς'];['ἐμός']
37596;σιδηρᾶ;['σίδηρος', 'σιδήρεος'];['σιδήρεος']
37614;Κυλληνίδος;['Κυλλήνις'];['Κυλληνίς']
37626;Θρᾳκίᾳ;['Θρᾳκία'];['Θρᾳκίας']
37654;ἀπείρξας;['ἀπείργω'];['ἀπέργω']
37671;Φαιστύλον;['Φαιστύλος', 'φαεστυλυς'];['Φαιστύλος']
37673;λέξοι;['λέγω3'];['λέγω']
37679;σωζόμενοι;['σώζω'];['σῴζω']
37680;Φαιστύλος;['Φαιστύλος', 'φαεστυλυς'];['Φαιστύλος']
37697;πιστοτάτοις;['πιστός2'];['πιστός']
37703;διαταχέων;['διαταχέων'];['διαταχέος']
37711;πιστῆς;['πιστός2'];['πιστός']
37731;ἀντιδιαλλαττόμενοι;['ἀντιδιαλλάσσομαι'];['ἀντιδιαλλάσσω']
37745;Αὐεντῖνον;['Αὐεντῖνον'];['Αὐεντῖνος']
37748;τιθηνησαμένην;['τιθηνέομαι'];['τιθηνέω']
37781;νεανίσκοις;['νεάνισκος', 'νεανίσκος'];['νεανίσκος']
37792;ἀκείνοις;['ἐκεῖνοις'];['ἐκεῖνος']
37799;κρατίστου;['κράτιστος'];['ἀγαθός']
37815;διανοεῖσθαι;['διανοέομαι', 'διανοέω'];['διανοέω']
37821;σωθῆναί;['σώζω'];['σῴζω']
37841;καθέζεσθαι;['κατά-ἕζομαι'];['καθέζομαι']
37848;ἀπῄεσαν;['ἄπειμι2'];['ἄπειμι']
37858;λέξειν;['λέγω3'];['λέγω']
37916;δεομένης;['δέω1', 'δέω2'];['δέω']
37921;λεγέσθω;['λέγω3'];['λέγω']
37937;ἐμποδῶν;['ἐμποδῶν'];['ἐμποδέω']
37945;ὑπερθρώσκοντα;['ὑπέρ-θρῴσκω'];['ὑπερθρῴσκω']
37989;Οἰνωτρικὸν;['Οἰνωτρικὸν'];['Οἰνωτρικός']
37993;Σατορνίου;['Σατορνίον'];['Σατόρνιος']
38001;ἐξεβαρβαρώθη;['ἐκ-βαρβαρόω'];['ἐκβαρβαρόω']
38004;Μαρσοὺς;['Μαρσός'];['Μαρσοί']
38083;κρείττονι;['κρείσσων'];['ἀγαθός']
38094;ἀνεψιὰν;['ἀνεψιός'];['ἀνεψιά']
38099;καθείρξαντα;['κατείργω'];['κατέργω']
38134;ἀπελίχμα;['ἀπολιχμάομαι'];['ἀπολιχμάω']
38143;θεασομένους;['θεάω'];['θεάομαι']
38146;προσῄεσαν;['πρόσειμι1'];['πρόσειμι']
38159;Πανὸς;['πανός'];['Πάν']
38171;τάχιον;['τάχα'];['ταχύς']
38177;θείαν;['θεῖος1'];['θεῖος']
38230;φθάσαντας;['φθάζω'];['φθάνω']
38252;θύσοντας;['θύω1'];['θύω']
38257;τεθυκότας;['θύω1'];['θύω']
38259;νεοθύτων;['νεόθυτον'];['νεόθυτος']
38272;ἀμηχανοῦντες;['ἀμηχανάω'];['ἀμηχανέω']
38290;βελτίστου;['βέλτιστος'];['ἀγαθός']
38300;καταλείψειν;['καταλιμπάνω'];['καταλείπω']
38301;προλέγοντες;['προλέγω2'];['προλέγω']
38315;δεδεμένος;['δέω1'];['δέω']
38326;νάπην;['νάπος'];['νάπη']
38340;ἐκποδῶν;['ἐκποδῶν'];['ἐκποδών']
38345;δεδεμένην;['δέω1'];['δέω']
38385;Ἁλικαρνησσέος;['Ἁλικαρνησσεύς'];['Ἁλικαρνασσεύς']
38386;ἀπόδεξις;['ἀπόδειξις', 'ἀπόδεξις'];['ἀπόδεξις']
38394;Περσέων;['Πέρσης', 'Πέσης'];['Πέρσης']
38400;δυῶν;['δυό', 'δύο'];['δύο']
38401;τεσσεράκοντα;['τεσσαράκοντα', 'τεσσεράκοντα'];['τεσσαράκοντα']
38411;Σαρδίων;['Σάρδεις', 'σάρδιον'];['Σάρδεις']
38423;Κυαξάρῃ;['Κυαξάρας', 'Κυαξάρης'];['Κυαξάρης']
38424;Δηιόκεω;['nan', 'Δηιόκης'];['Δηιόκης']
38428;Ἀσίης;['̓Ασία', 'Ἀσία'];['̓Ασία']
38429;Σμύρνην;['Σμύρνα', 'Σμύρνη', 'σμύρνα'];['Σμύρνα']
38431;ἀπήλλαξε;['ἀπαλλαξείω'];['ἀπαλλάσσω']
38433;μεγάλως;['μέγας', 'μεγάλως'];['μέγας']
38434;ἀξιαπηγητότατα;['ἀξιαφήγητος'];['ἀξιαπήγητος']
38436;παραδεξάμενος;['παραδέχομαι', 'παραδείκνυμι'];['παραδέχομαι']
38442;στρατιήν;['στρατία', 'στρατιά'];['στρατιά']
38454;δένδρεα;['δένδρεον', 'δένδρον'];['δένδρον']
38456;ἀπαλλάσσετο;['ἀπαλλάσσω', 'ἀπαλλαξείω'];['ἀπαλλάσσω']
38459;στρατιῇ;['στρατία'];['στρατιά']
38468;Λιμενηίῳ;['Λιμενηίος'];['Λιμενήιον']
38469;χώρης;['χωρή', 'χώρα', 'χώρη'];['χώρα']
38485;Χίοισι;['χῖον'];['Χῖος']
38507;νούσου;['νοῦσος'];['νόσος']
38512;Πυθίη;['Πυθία', 'Πυθίη'];['Πυθία']
38514;χρήσειν;['χράω2'];['χράω']
38517;Μιλησίης;['Μιλήσιη', 'Μιλήσιος'];['Μιλήσιος']
38558;πρῶτὸν;['πρότερος'];['πρῶτος']
38588;χωρῇ;['χωρή', 'χώρη'];['χωρέω']
38590;Πέρσῃσι;['Πέρσης', 'Πέρσις'];['Πέρσης']
38605;σμικρὰ;['μικρός', 'σμικρός'];['μικρός']
38609;σμικρά;['σμικρός'];['μικρός']
38625;βορέην;['Βορέας'];['βορέας']
38629;φόρου;['φόρον', 'φόρος'];['φόρον']
38636;Ἀσίῃ;['̓Ασία', 'Ἀσία'];['̓Ασία']
38689;θεήσεαι;['θεάω'];['θεάομαι']
38695;θεήσασθαι;['θεάω'];['θεάομαι']
38700;σκοπέειν;['σκοπάω', 'σκοπέω'];['σκοπέω']
38702;δέεσθαι;['δέομαι', 'δέω1'];['δέω']
38704;ἀρρωδέων;['ἀρρωδέω', 'ὀρρωδέω'];['ἀρρωδέω']
38711;τὶ;['τίς'];['τις']
38720;ἀνοιγομένης;['ἀνοίγνυμι'];['ἀνοίγω']
38771;παρεουσέων;['πάρειμι1'];['πάρειμι']
38775;βασιληίην;['βασιλεία'];['βασίλειος']
38781;ἀναγκαίῃ;['ἀναγκαίη'];['ἀνάγκη']
38786;ἀναγκαίην;['ἀναγκαίη', 'ἀναγκαῖος'];['ἀνάγκη']
38793;τέῳ;['τίς', 'τις'];['τις']
38802;ἔδεε;['δέω1', 'δέω2'];['δέω']
38819;πλεῦνας;['πλείων'];['πολύς']
38830;πάρεξ;['πάρεξ', 'παρέξ'];['παρέκ']
38836;τριήκοντα;['τριάκοντα', 'τριήκοντα'];['τριάκοντα']
38838;χρεωμένῳ;['χράομαι'];['χράω']
38840;Κυψέλου;['Κύψελος', 'κύψελος'];['Κύψελος']
38843;Γορδίεω;['Γορδίας'];['Γορδίης']
38844;Φρυγίης;['Φρύγιος', 'φρυγία'];['Φρυγία']
38847;προκατίζων;['πρό-καθίζω'];['προκαθίζω']
38864;πρῶτός;['πρότερος'];['πρῶτος']
38884;κοτε;['ποτέ'];['ποτε']
38886;Ἀρτεμβάρεα;['Ἀρτεμβάρας'];['Ἀρτεμβάρης']
38890;Ἀρτέμβαρες;['Ἀρτεμβάρας'];['Ἀρτεμβάρης']
38892;Ἀστυάγεος;['Ἀστυάγεος', 'Ἀστυάγης'];['Ἀστυάγης']
38897;κόθεν;['πόθεν'];['ποθεν']
38906;δορυφόροισι;['δορυφόρος', 'δορύφορος'];['δορυφόρος']
38908;ἀναπεφυρμένα;['ἀνά-φύρω'];['ἀναφύρω']
38911;χρεώμενος;['χράομαι'];['χράω']
38913;βουκόλου;['βουκόλος', 'βούκολος'];['βουκόλος']
38917;Ἁρπάγῳ;['ἅρπαγος', 'Ἅρπαγος'];['Ἅρπαγος']
38919;Ἅρπαγος;['ἅρπαγος', 'ἅρπαξ', 'Ἅρπαγος'];['Ἅρπαγος']
38920;εἴρετό;['εἴρω', 'εἴρω2', 'ἔρομαι'];['εἴρω', 'ἔρομαι']
38923;κατεχρήσαο;['κατά-χράω2'];['καταχράω']
38936;θεῖναὶ;['θείνω'];['τίθημι']
38939;ἀπειλήσας;['ἀπειλέω', 'ἀπειλέω2'];['ἀπειλέω']
38945;πιστοτάτους;['πιστός', 'πιστός1', 'πιστός2'];['πιστός']
