,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
10746,ἡλίκων,ἡλίκος,ἡλικία (gen. pl. “dei coetanei”?),ἡλικία (qui “coetanei”),,,,,,,,,,,,,,,,,,a-p---fg-,a-p---mg-,,,,,,
10747,ἀνδρηιοτάτῳ,  ,ἀνδρεῖος,ἀνδρεῖος (superl.),,,,,,,,,,,,,,,,,,a-s---mds,,,,,,,
10748,προσφιλεστάτῳ,  ,προσφιλής,προσφιλής (superl.),,,,,,,,,,,,,,,,,,a-s---mds,,,,,,,
10749,πέμπων,  ,πέμπω,πέμπω (part. pres. nom. m. “inviando”),πέμπω (part. pres. nom. m.),πέμπω (part. pres.),,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
10750,τίσασθαι,τίζω,τίνω,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
10751,ἐπιθυμέων,ἐπιθυμέω,ἐπιθυμέω (part. pres.),,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
10752,ἰδιώτεω,ἰδιώτης,ἰδιώτης (agg. gen. “essendo privato cittadino”?),,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
10753,ἐνώρα,ἐνοράω,ὁράω (ion. impf. 3s “non vedeva”),,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10754,ἐσομένην,εἰμί,εἰμί (part. fut. f.),ἔσειμι,,,,,,,,,,,,,,,,,,v-sfpmfa-,,,,,,,
10755,ἐπιτρεφόμενον,ἐπιτρέφω,ἐπιτρέφω (part. pass. pres. “cresciuto con forza”?),,,,,,,,,,,,,,,,,,,v-sppema-,,,,,,,
10756,πάθας,πάθη,πάθος,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
10757,τῇσι,  ,ὁ,ὁ (dat. f. pl.),ὁ (dat. pl. femm.),ὁ (f. dat. pl.),ὅς,,,,,,,,,,,,,,,l-p---fd-,p-p---fd-,,,,,,
10758,ὁμοιούμενος,ὁμοιόω,ὁμοιόω (part. pres. med.),,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
10759,κατέργαστο,κατεργάζομαι,κατεργάζομαι (pluperf. 3s “aveva compiuto”?),κατεργάζομαι (pluperf. pass. 3s “era stato sottomesso”),,,,,,,,,,,,,,,,,,v3slie---,,,,,,,
10760,Μήδους,Μῆδοι,Μῆδος,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
10761,συμμίσγων,συμμίγνυμι,συμμίγνυμι (part. pres.),,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
10762,ἀνέπειθε,ἀναπείθω,ἀναπειθώ (ion. impf. 3s),,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10763,προστησαμένους,προίστημι,προίστημι (part. aor. med. pl. “nominarlo capo”?),,,,,,,,,,,,,,,,,,,v-papmma-,,,,,,,
10764,παῦσαι,παύω,παύω (imp. aor. 2s),παύω (inf. aor.),,,,,,,,,,,,,,,,,,v2samm---,,,,,,,
10765,κατεργασμένου,κατεργάζομαι,κατεργάζομαι (part. perf. pass. gen.),,,,,,,,,,,,,,,,,,,v-srpeng-,,,,,,,
10766,ἑτοίμου,ἑτοῖμος,ἕτοιμος,,,,,,,,,,,,,,,,,,,a-s---fg-,a-s---ng-,,,,,,
10767,διαιτωμένῳ,διαιτάομαι (part. pres. “vivendo”),διαιτάω,,,,,,,,,,,,,,,,,,,v-sppemd-,,,,,,,
10768,δηλῶσαι,δηλόω,δηλόω (inf. aor.),,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
10769,φυλασσομενέων,φυλάσσω,φυλάσσω (part. pass. gen. pl.),,,,,,,,,,,,,,,,,,,v-ppppfg-,,,,,,,
10770,ἐπιτεχνᾶται,ἐπιτεχνάζω,ἐπιτεχνάομαι,ἐπιτεχνάομαι (3s “elabora uno stratagemma”?),,,,,,,,,,,,,,,,,,v3spie---,v3spim---,,,,,,
10771,λαγὸν,λαγώς,λαγῶς,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
10772,μηχανησάμενος,μηχανάομαι,μηχανάομαι (part. aor.),,,,,,,,,,,,,,,,,,,v-sapemn-,,,,,,,
10773,ἀνασχίσας,ἀνασχίζω,ἀνασχίζω (part. aor.),,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10774,ἀποτίλας,ἀποτίλλω,ἀποτίλλω (part. aor. “non avendo tolto nulla?”),,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10775,ἐσέθηκε,εἰστίθημι,ἐντίθημι (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10776,βυβλίον,  ,βιβλίον,βυβλίον,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
10777,ἀπορράψας,ἀποράπτω? (meglio: ἀπορράπτω “ricucire”),ἀπορράπτω,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10778,λαγοῦ,λαγώς,λαγῶς,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
10779,δίκτυα,δίκτυον,δίκτυς,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
10780,δοὺς,δίδωμι,δίδωμι (part. aor.),,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10781,θηρευτῇ,θηρευτής,θηρευτής (dat.),,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
10782,πιστοτάτῳ,πιστός (superl. dat.),πιστός1,,,,,,,,,,,,,,,,,,,a-s---mds,,,,,,,
10783,ἀπέστελλε,ἀποστέλλω,ἀποστέλλω (impf. 3s),ἀποστέλλω (ion. impf.),,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10784,ἐντειλάμενὸς,ἐντέλλω,ἐντέλλω (part. aor. med.),ἐντέλλω (part. aor. nom. m. “dandogli molti ordini”),,,,,,,,,,,,,,,,,,v-sapmmn-,,,,,,,
10785,διδόντα,δίδωμι,δίδωμι (part. pres.),,,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
10786,αὐτοχειρίῃ,αὐτοχείριος,αὐτοχειρία,αὐτοχειρία (dat. “con propria mano”),,,,,,,,,,,,,,,,,,a-s---fd-,n-s---fd-,,,,,,
10787,διελεῖν,διαιρέω,διαλέγω? (oppure “dissuggellare”? Forse διαλύω? Lett. “aprire di persona”),,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
10788,ποιεῦντι,ποιέω (part. dat.),ποιόω,,,,,,,,,,,,,,,,,,,v-sppamd-,,,,,,,
10789,δούς,δίδωμι,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10790,ἐγίνετο,"eἰμί (in sense ""he was engaged in"")",γίγνομαι,γίγνομαι (impf. 3s),γίγνομαι (ion. impf.),,,,,,,,,,,,,,,,,v3siie---,,,,,,,
10791,Κῦρος,  ,Κῦρος,κῦρος,ξψρυς,,,,,,,,,,,,,,,,,n-s---mn-,n-s---nn-,,,,,,
10792,ἀνέσχισε,ἀνασχίζω,ἀνασχίζω (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10793,ἐνεὸν,ἐνεός,,,,,,,,,,,,,,,,,,,,a-s---na-,,,,,,,
10794,ἐπελέγετο,ἐπιλέγομαι (ion. impf. 3s? “si mise a leggere”?),ἐπιλέγω,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
10795,ἐπορῶσι,ἐποράομαι (ion. 3p? “osservano con favore”?),ἐποράω,,,,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
10796,ἀπίκευ,ἀφικνέομαι,ἀφικνέομαι (2s opt. aor.?),,,,,,,,,,,,,,,,,,,v2saim---,,,,,,,
10797,τῖσαι,τίνω,τίνω (inf. aor. med. “vendicarti”?),,,,,,,,,,,,,,,,,,,v2samm---,,,,,,,
10798,τέθνηκας,θνήσκω,θνήσκω (perf. 2s “saresti morto”),,,,,,,,,,,,,,,,,,,v2sria---,,,,,,,
10799,ἐκμεμαθηκέναι,ἐκμανθάνω,ἐκμανθάνω (perf. inf.? “aver appreso interamente”?),,,,,,,,,,,,,,,,,,,v--rna---,,,,,,,
10800,ἐπρήχθη,πράσσω,πράσσω (aor. pass. ion. “fosse compiuta da lui”?),πρήσσω (aor. pass. “come andò la faccenda”?),,,,,,,,,,,,,,,,,,v3saip---,,,,,,,
10801,πέπονθα,πάσχω,πάσχω (perf. 1s),,,,,,,,,,,,,,,,,,,v1sria---,,,,,,,
10802,ἀπέκτεινα,ἀποκτείνω,ἀποκτείνω (aor. 1s),,,,,,,,,,,,,,,,,,,v1saia---,,,,,,,
10803,ἔδωκα,δίδωμι,δίδωμι (aor. 1s),,,,,,,,,,,,,,,,,,,v1saia---,,,,,,,
10804,ἄρχει,ἄρχω,ἄρχω (3s “regna su questa terra”?),ἄρχω (3s),,,,,,,,,,,,,,,,,,v3spia---,,,,,,,
10805,χώρης,χωρή,χώρα,χώρη,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
10806,ἄρξεις,ἄρχω,ἄρχω (fut. 2s),,,,,,,,,,,,,,,,,,,v2sfia---,,,,,,,
10807,ἀναπείσας,ἀναπείθω,ἀναπείθω (part. aor.),,,,,,,,,,,,,,,,,,,v-sappmn-,,,,,,,
10808,ἀπίστασθαι,  ,ἀφίσταμαι,ἀφίσταμαι (inf.),ἀφεστήξω,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
10809,στρατηλάτεε,στρατηλατέω,στρατηλατέω (imp. 2s),,,,,,,,,,,,,,,,,,,v2spma---,,,,,,,
10810,ἐπὶ,  ,ἐπί,,,,,,,,,,,,,,,,,,,r--------,,,,,,,
10811,ἀποδεχθέω,ἀποδείκνυμαι? (forse “se mi manda come generale contro di te” = ἀποδεχθῶ?),ἀποδείκνυμι,,,,,,,,,,,,,,,,,,,v1sasp---,,,,,,,
10812,ἀντία,ἀντίον,ἀντίος,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
10813,ἀποστάντες,,,,ἀφίστημι,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
10814,καταιρέειν,καθαιρέω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
10815,πειρήσονται,πειράομαι (fut. 3p),πειράω,,,,,,,,,,,,,,,,,,,v3pfia---,,,,,,,
10816,ἐφρόντιζε,φροντίζω,φροντίζω (impf. 3s),φροντίζω (ion. impf. 3s),,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10817,σοφωτάτῳ,σοφός,σοφός (superl. dat.),,,,,,,,,,,,,,,,,,,a-s---mds,,,,,,,
10818,ἀναπείσει,ἀναπείθω,ἀναπείθω (fut. 3s),,,,,,,,,,,,,,,,,,,v3sasa---,v3sfia---,,,,,,
10819,φροντίζων,φροντίζω,φροντίζω (part. pres.),,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
10820,καιριώτατα,καίριος,καιρίος (superl. n. pl.),,,,,,,,,,,,,,,,,,,a-p---nas,,,,,,,
10821,ἁλίην,ἁλίη,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
10822,ἀναπτύξας,  ,ἀναπτύσσω,ἀναπτύσσω (part. aor.),,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10823,ἐπιλεγόμενος,  ,ἐπιλέγομαι (part. pres.),ἐπιλέγω,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
10824,Ἀστυάγεά,  ,Ἀστυάγης,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
10825,στρατηγὸν,  ,στρατηγός,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
10826,Πέρσαι,  ,Πέρσης,,,,,,,,,,,,,,,,,,,n-p---mn-,n-p---mv-,,,,,,
10827,προαγορεύω,  ,προαγορεύω,προαγορεύω (1s),,,,,,,,,,,,,,,,,,v1spia---,,,,,,,
10828,δρέπανον,  ,δρέπανον,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
10829,προηγόρευσε,  ,προαγορεύω,προαγορεύω (aor. 3s),,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10830,Πέρσεων,  ,Πέρσης,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
10831,συχνὰ,  ,συχνός,συχνός (agg. “numerosi”),,,,,,,,,,,,,,,,,,a-p---nn-,,,,,,,
10832,γένεα,  ,γένος,,,,,,,,,,,,,,,,,,,n-p---nn-,,,,,,,
10833,συνάλισε,συναλίζω,,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10834,ἀνέπεισε,  ,ἀναπείθω,ἀναπείθω (aor. 3s),,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10835,ὧλλοι,οὗλος? (ion. “tutti gli altri”?)  ,ἄλλος,ὅλλος (ion. “gli altri”),,,,,,,,,,,,,,,,,,a-p---mn-,p-p---mn-,,,,,,
10836,ἀρτέαται,  ,ἀρτάω,ἀρτέομαι (ion. 3p “discendono” o “si preparano”?),,,,,,,,,,,,,,,,,,v3prip---,,,,,,,
10837,Πασαργάδαι,  ,Πασαργάδαι,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10838,Μαράφιοι,  ,Μαράφιοι,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10839,Μάσπιοι,  ,Μάσπιοι,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10840,Ἀχαιμενίδαι,  ,Ἀχαιμενίδης,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
10841,φρήτρη,  ,φρήτρη,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
10842,Περσεῖδαι,Περσείδης,Περσεύς (agg. “persiani”?)  ,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10843,γεγόνασι,  ,γίγνομαι,γίγνομαι (perf. 3p),,,,,,,,,,,,,,,,,,v3pria---,,,,,,,
10844,Πανθιαλαῖοι,  ,Πανθιαλαῖοι,Πανθιαλαῖος,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10845,Δηρουσιαῖοι,  ,Δηρουσιαῖοι,Δηρουσιαῖος,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10846,Γερμάνιοι,  ,Γερμάνιοι,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10847,ἀροτῆρες,  ,ἀροτήρ,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10848,εἰσί,  ,eἰμί,εἰμί,εἰμί (3p),,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
10849,νομάδες,  ,νομάς,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10850,Δάοι,  ,Δάοι,Δάος,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10851,Μάρδοι,  ,Μάρδοι,Μάρδος,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10852,Δροπικοὶ,  ,Δροπικοί,Δροπικός,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10853,Σαγάρτιοι,  ,Σαγάρτιοι,Σαγάρτιος,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10854,ἅπαντες,  ,ἅπας,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
10855,Περσικῆς,  ,Περσικός,περσική,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
10856,ἀκανθώδης,  ,ἀκάνθώδης,ἀκανθώδης,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
10857,ὅσον,  ,ὅσον,ὅσος,ὅσος (n. acc. “quanto”),ὅσος (n. acc. “quasi”),ὅσος (n. acc.),ὅσος (n.acc.sg. “se non quel tanto che…”),,,,,,,,,,,,,,a-s---ma-,a-s---na-,a-s---nn-,,,,,
10858,προεῖπε,  ,προείπω,προεῖπον,προεῖπον (aor.),προεῖπον (aor.? “ordinò loro in anticipo”?),προλέγω,προλέγω (aor. 3s),προλέγω? (aor. 3s? “comandò pubblicamente”?),προλέγω? προεῖπον? (aor. 3s),,,,,,,,,,,,v3saia---,,,,,,,
10859,ἐξημερῶσαι,  ,ἐξημερόω,ἐξημερόω (inf.),,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
10860,ἡμέρῃ,  ,ἡμέρα,ἡμέρα (f. dat. “dopo alcuni giorni”?),ἡμέρη,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
10861,ἐπιτελεσάντων,  ,ἐπιτελέω,ἐπιτελέω (part. aor. gen. pl.),,,,,,,,,,,,,,,,,,v-papamg-,,,,,,,
10862,ἄεθλον,  ,ἆθλον,ἆθλος,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
10863,δεύτερα,  ,δεύτερος,δεύτερος (n. acc. pl. “in seconda battuta”),δεύτερος (n. pl. acc. “in un secondo momento”?),,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
10864,ὑστεραίην,  ,ὑστεραία,ὑστεραῖος,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
10865,λελουμένους,  ,λούω,λούω (part. perf. pass.),,,,,,,,,,,,,,,,,,v-prpema-,,,,,,,
10866,αἰπόλια,  ,αἰπόλιον,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
10867,ποίμνας,  ,ποίμνη,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
10868,βουκόλια,  ,βουκόλιον,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
10869,πατρὸς,  ,πατήρ,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
10870,συναλίσας,  ,συναλίζω,συναλίζω (part. aor.),,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10871,παρεσκεύαζε,  ,παρασκευάζω,παρασκευάζω (ion. impf.),,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10872,δεξόμενος,  ,δέχομαι,δέχομαι (part. fut.),,,,,,,,,,,,,,,,,,v-sfpmmn-,,,,,,,
10873,στρατόν,  ,στρατός,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
10874,σιτίοισι,  ,σίτιον (dat. pl.),σιτίον,,,,,,,,,,,,,,,,,,n-p---nd-,,,,,,,
10875,ἐπιτηδεοτάτοισι,  ,ἐπιτήδειος,ἐπιτήδειος (superl. dat. pl.),,,,,,,,,,,,,,,,,,a-p---nd-,,,,,,,
10876,ὑστεραίῃ,  ,ὑστεραία,ὑστεραῖος,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
10877,κατακλίνας,  ,κατακλίνω,κατακλίνω (part. aor.),,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10878,λειμῶνα,  ,λειμών,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
10879,εὐώχεε,  ,εὐωχέω,εὐωχέω (ion. impf.),,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10880,κότερα,  ,κότερος,πότερος,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
10881,προτεραίῃ,  ,προτεραῖος,πρότερος (f. dat.),,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
10882,αἱρετώτερα,  ,αἱρετέος (comp. n. pl.?),αἱρετός,αἱρετός (comp. n. pl.? “più preferibili”?),,,,,,,,,,,,,,,,,a-p---nac,,,,,,,
10883,ἔφασαν,  ,φημί,φημί (aor. 3p),φημί (impf.3p),,,,,,,,,,,,,,,,,v3piia---,,,,,,,
10884,μέσον,μέσος,μέσος (acc. n. “in mezzo”),μέσος (acc. “a metà”?),μέσος (n. sg. “di gran lunga al centro”? senso: “che c’è molta differenza”) ,,,,,,,,,,,,,,,,,a-s---ma-,a-s---na-,,,,,,
10885,προτέρην,  ,πρότερος,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
10886,κακὰ,  ,κακός,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
10887,παρεοῦσαν,  ,πάρειμι1,πάρεμι (part. f. acc.),,,,,,,,,,,,,,,,,,v-sppafa-,,,,,,,
10888,παρεγύμνου,παραγυμνόω,παραγυμνόω? (aor. imper.? o “chiarì”),,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10889,βουλομένοισι,βούλομαι,βούλομαι (part. dat. pl.),βούλομαι (part. pres. dat. pl.),,,,,,,,,,,,,,,,,,v-pppemd-,,,,,,,
10890,ἐμέο,ἐγώ,ἐγώ (gen. ion.),ἐγώ (gen.),,,,,,,,,,,,,,,,,,p-s---mg-,p1s---mg-,,,,,,
10891,πείθεσθαί,πείθω,,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
10892,χθιζῷ,χθιζός,χθιζός (agg. “di ieri” dat.?),,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
10893,πειθόμενοι,πείθομαι,πείθομαι (part. pres. dat. pl.?),πείθω,πειθώ,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
10894,γίνεσθε,γίγνομαι,γίγνομαι (imp. 2p),,,,,,,,,,,,,,,,,,,v2ppme---,,,,,,,
10895,θείῃ,θεῖος (dat. f. “divina”?),θεῖος1,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
10896,ἄγεσθαι,ἄγω,ἄγω (inf. med. “non prendersi in moglie”),ἄγω (inf. pass. “essere condotto nelle mani”?),,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
10897,ὑμέας,σύ,σύ (acc. pl.),,,,,,,,,,,,,,,,,,,p2p----a-,p2p---ma-,,,,,,
10898,ἥγημαι,ἡγέομαι,ἡγέομαι (perf. 1s),,,,,,,,,,,,,,,,,,,v1srim---,,,,,,,
10899,φαυλοτέρους,φαῦλος,φαῦλος (comp. acc. pl. “non peggiori”),,,,,,,,,,,,,,,,,,,a-p---mac,,,,,,,
10900,ἀπίστασθε,ἀφίσταμαι (imp. 2p),ἀφεστήξω,,,,,,,,,,,,,,,,,,,v2ppme---,,,,,,,
10901,προστάτεω,προστάτης,προστατέω (ion.? “seguendo l’ordine”?),,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
10902,ἐπιλαβόμενοι,ἐπιλαμβάνομαι (part. aor.),ἐπιλαμβάνω,,,,,,,,,,,,,,,,,,,v-papmmn-,,,,,,,
10903,ἄσμενοὶ,ἄσμενος,,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
10904,ἐλευθεροῦντο,ἐλευθερόω,ἐλευθερόω (ion. impf. 3p med.),,,,,,,,,,,,,,,,,,,v3piie---,,,,,,,
10905,ποιεύμενοι,ποιέω,ποιέω (part. ion. pass.? “tenevano per terribile”?),ποιέω (part. pres. nom. m. pl. “ritenendo sfortuna”),,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
10906,πρήσσοντα,πράσσω,πράσσω (part. pres.),πρήσσω (part. pres. acc. m. “stante in buona condizione”),,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
10907,ἀπαγγέλλειν,ἀπαγγέλλω,ἀπαγγέλλω (inf.),,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
10908,ἥξοι,  ,ἥκω,ἥκω (opt. o fut.?),,,,,,,,,,,,,,,,,,v3sfoa---,,,,,,,
10909,ὥπλισε,ὁπλίζω,ὁπλίζω (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10910,θεοβλαβὴς,θεοβλαβής,θεοβλαβής (agg. “colpito da un dio”?),,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
10911,ἀπέδεξε,ἀποδείκνυμι,ἀποδείκνυμι (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10912,λήθην,λήθη,λανθάνω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
10913,ποιεύμενος,ποιέω,ποιέω (part. pres. med.),ποιέω (part. pres.),ποιόω,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
10914,ἐόργεε,ἔρδω,ὀργίζω (ion. impf.? “ciò che gli aveva fatto”?),,,,,,,,,,,,,,,,,,,v3slia---,,,,,,,
10915,στρατευσάμενοι,στρατεύω,,,,,,,,,,,,,,,,,,,,v-papmmn-,,,,,,,
10916,συνέμισγον,συμμίγνυμι,συμμίγνυμι (ion. impf. 3p),,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
10917,ἐμάχοντο,μάχομαι,μάχομαι (ion. impf. 3p),μαχέομαι,,,,,,,,,,,,,,,,,,v3piie---,,,,,,,
10918,μετέσχον,μετέχω,μετέχω (aor. 3p),,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
10919,αὐτομόλεον,αὐτομολέω,αὐτομολέω (ion. impf. 3p),,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
10920,ἐθελοκάκεόν,ἐθελοκακέω,ἐθελοκακέω (ion. impf. “combattere fiaccamente”?),,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
10921,διαλυθέντος,διαλύω,διαλύω (part. aor. pass. gen.),,,,,,,,,,,,,,,,,,,v-sappng-,,,,,,,
10922,ἀπειλέων,ἀπειλέω,ἀπειλέω (part. pres.),,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
10923,χαιρήσει,χαίρω,χαίρω (fut. 3s),,,,,,,,,,,,,,,,,,,v3sfia---,,,,,,,
10924,ὀνειροπόλους,ὀνειροπόλος,ὀνειρόπολος,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
10925,ἀνέγνωσαν,ἀναγιγνώσκω,ἀναγιγνώσκω (“indussero” o “spinsero” in questo contesto ion. aor. 3p?),,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
10926,ἀνεσκολόπισε,ἀνασκολοπίζω,ἀνασκολοπίζω (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10927,ὑπολειφθέντας,ὑπολείπω,ὑπολείπω (part. aor. pass.),ὑπολειπω,,,,,,,,,,,,,,,,,,v-pappma-,,,,,,,
10928,πρεσβύτας,πρέσβυς,πρεσβύτης,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
10929,ἐξαγαγὼν,ἐξάγω,ἐξάγω (part. aor.),,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10930,ἑσσώθη,ἑσσόομαι,ἡσσάομαι (aor. pass. 3s),,,,,,,,,,,,,,,,,,,v3saie---,,,,,,,
10931,ἐζωγρήθη,ζωγρέω,ζῳγρέω (aor. pass. “fu catturato vivo”),,,,,,,,,,,,,,,,,,,v3saip---,,,,,,,
10932,ἐξήγαγε,ἐξάγω,ἐξάγω (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10933,ἀπέβαλε,ἀποβάλλω,ἀποβάλλω (aor. 3s),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
10934,προσστὰς,προίσταμαι (part. aor.),προσίστημι,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
10935,κατέχαιρέ,καταχαίρω,καταχαιρω (ion. impf. 3s? “si rallegrava sopra di lui”?),,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10936,κατεκερτόμεε,κατακερτομέω,κατακερτομέω (ion. impf. 3s “lo scherniva”?),,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
10937,θυμαλγέα,θυμαλγής,θυμαλγής (agg. pl. n. “dolorosi all’anima”?),,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
10938,ἐθοίνησε,θοινάω,ἐθοινίζω (aor. 3s? “banchettò con carne di suo figlio”?),,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
