Forma,Lemma Corretto
κοίλῃ,['κοῖλος']
κοίτην,['κοίτη']
κοίτης,['κοίτη']
κοίῃ,['ποῖος']
κοίῳ,['ποῖος']
κοθόρνους,['κόθορνος']
κοιμώμεθα,['κοιμάω']
κοιμώμενοι,['κοιμάω']
κοιμώμενος,['κοιμάω']
κοιμᾶται,['κοιμάω']
κοινά,['κοινός']
κοιναῖς,['κοινός']
κοινολογησομένους,['κοινολογέομαι']
κοινολογοῦνται,['κοινολογέομαι']
κοινολογῶνται,['κοινολογέομαι']
κοινοτάτην,['κοινός']
κοινοῖς,['κοινός']
κοινωνίαις,['κοινωνία']
κοινωνούσας,['κοινωνέω']
κοινωσάμενα,['κοινόω']
κοινός,['κοινός']
κοινότητι,['κοινότης']
κοινώμασι,['κοίνωμα']
κοινὰ,['κοινός']
κοινὰς,['κοινός']
κοινὴν,['κοινός']
κοινὸν,['κοινός']
κοινὸς,['κοινός']
κοινῆς,['κοινός']
κοινῇ,['κοινός']
κοινῶνας,['κοινών']
κοιταῖον,['κοιταῖος']
κοιτῶνα,['κοιτών']
κολάζειν,['κολάζω']
κολάζετε,['κολάζω']
κολάζοντες,['κολάζω']
κολάσαι,['κολάζω']
κολάσεις,['κόλασις']
κολάσητε,['κολάζω']
κολακείας,['κολακεία']
κολακευθεὶς,['κολακεύω']
κολακεύσῃς,['κολακεύω']
κολακεύων,['κολακεύω']
κολαστήρια,['κολαστήριον']
κολλητόν,['κολλητός']
κολοττιαῖον,['κολοσσιαῖος']
κολούοντες,['κολούω']
κολούσειν,['κολούω']
κολποφακῆν,['κολποφακῆ']
κομίζειν,['κομίζω']
κομίζουσαι,['κομίζω']
κομίζωνται,['κομίζω']
κομίσαντος,['κομίζω']
κομίσας,['κομίζω']
κομιδῇ,['κομιδῇ']
κομιζόμενα,['κομίζω']
κομισθῆναι,['κομίζω']
κομῶντες,"['  ', 'κομάω']"
κονδύλῳ,['κόνδυλος']
κοπτόμεναι,['κόπτω']
κορέσω,['κορέννυμι']
κοσμέονται,['κοσμέω']
κοσμέων,['κοσμέω']
κοσμήσαντα,['κοσμέω']
κοσμήσας,['κοσμέω']
κοσμίοις,['κόσμιος']
κοσμιωτέραν,['κόσμιος']
κοσμιωτέρους,['κόσμιος']
κοσμιώτατον,['κόσμιος']
κοττάβου,['κόσσαβος']
κοτὲ,"['  ', 'ποτέ']"
κου,['πού']
κουριδίας,['κουρίδιος']
κουριῶντα,['κουριάω']
κουφοτέρας,['κοῦφος']
κουφότατα,['κοῦφος']
κουφότητος,['κουφότης']
κού,['πού']
κούφοις,['κοῦφος']
κοὐχ,['καί οὐ']
κούφοις,['κοῦφος']
κοῖαι,['ποῖος']
κοῖλον,['κοῖλος']
κοῖος,['ποῖος']
κοῖτον,['κοῖτος']
κράνεα,['κράνος']
κράνος,['κράνος']
κράτει,['κρατέω']
κράτισθ᾽,['ἀγαθός']
κράτιστα,['ἀγαθός']
κράτιστον,['ἀγαθός']
κράτιστος,['ἀγαθός']
κρέα,['κρέας']
κρέεσσιν,['κρέας']
κρήμνανται,['κρήμνημι']
κρίναντες,['κρίνω']
κρίνει,['κρίνω']
κρίνεις,['κρίνω']
κρίνεσθαι,['κρίνω']
κρίνεται,['κρίνω']
κρίνον,"['  ', 'κρίνον']"
κρίνοντες,['κρίνω']
κρίνω,['κρίνω']
κρίσεις,['κρίσις']
κρίσεών,['κρίσις']
κραδίης,['καρδία']
κραδαινομένοις,['κραδαίνω']
κραδαινομένῳ,['κραδαίνω']
κραδᾶναι,['κραδαίνω']
κρανέϊνα,['κρανέινος']
κρανεΐνῳ,['κρανέινος']
κρατήσαντες,['κρατέω']
κρατήσας,['κρατέω']
κρατήσῃ,['κρατέω']
κρατίσταις,[' ἀγαθός']
κρατίστας,[' ἀγαθός']
κρατίστη,[' ἀγαθός']
κρατίστην,[' ἀγαθός']
κρατίστοις,[' ἀγαθός']
κρατίστου,[' ἀγαθός']
κρατίστους,[' ἀγαθός']
κρατίστων,[' ἀγαθός']
κρατίστῳ,[' ἀγαθός']
κραταιρίνοιο,['κραταίρινος']
κρατεῖς,['κρατέω']
κρατηθέντες,['κρατέω']
κρατηθεῖσι,['κρατέω']
κρατηρίζων,['κρατηρίζω']
κρατοῦν,['κρατέω']
κρατοῦσι,['κρατέω']
κρατῆρι,['κρατήρ']
κρατῶν,['κρατέω']
κραυγανόμενον,"['κραυγάνομαι', 'v-sppena-']"
κρείττονα,['ἀγαθός']
κρείττονας,['ἀγαθός']
κρείττονι,['ἀγαθός']
κρείττονος,['ἀγαθός']
κρείττοσι,['ἀγαθός']
κρείττους,['ἀγαθός']
κρείττω,['ἀγαθός']
κρείττων,"['ἀγαθός', 'a-s---mnc']"
κρεαδίου,['κρεάδιον']
κρεαφαγεῖν,['κρεοφαγέω']
κρεμάμεναι,['κρεμάννυμι']
κρεμάμενον,['κρεμάννυμι']
κρεμαστῶν,['κρεμαστός']
κρεῖττον,['ἀγαθός']
κρεῶν,['κρέας']
κρημνώδη,['κρημνώδης']
κρημνῶν,['κρημνός']
κρηπῖδα,['κρηπίς']
κρητὴρ,['κρατήρ']
κρητῆρα,['κρατήρ']
κρητῆρας,"['  ', 'κρατήρ']"
κρητῆρες,['κρατήρ']
κριθαῖς,['κριθή']
κριθησόμενον,['κρίνω']
κριθῆναι,['κρίνω']
κριθῶν,['κριθή']
κρινέσθω,['κρίνω']
κρινέτωσαν,['κρίνω']
κρινομένου,['κρίνω']
κρινομένων,['κρίνω']
κρινόμενος,['κρίνω']
κριταί,['κριτής']
κρουμάτων,['κροῦμα']
κρυπτόμενα,['κρύπτω']
κρύβδην,['κρύβδην']
κρύπτουσι,['κρύπτω']
κρύπτων,['κρύπτω']
κρύφα,['κρύφα']
κτήσασθαι,['κτάομαι']
κτήσει,['κτῆσις']
κτήσεις,['κτῆσις']
κτήσεσθαι,['κτάομαι']
κτήσεως,['κτῆσις']
κτίζειν,"['  ', 'κτίζω']"
κτίσαι,['κτίζω']
κτίσαντες,['κτίζω']
κτίσας,['κτίζω']
κτίσεων,['κτίσις']
κτίσιν,['κτίσις']
κτείνει,['κτείνω']
κτείνειν,['κτείνω']
κτείνεται,['κτείνω']
κτείνοντες,['κτείνω']
κτείνουσι,['κτείνω']
κτεινάντων,['κτείνω']
κτημάτων,['κτῆμα']
κτησάμενοι,['κτάομαι']
κτιζομένῃ,['κτίζω']
κτισθεῖσαν,['κτίζω']
κτισθῆναι,['κτίζω']
κτύποι,['κτυπέω']
κτῶνται,['κτάομαι']
κυάθους,['κύαθος']
κυδαίνοντες,['κυδαίνω']
κυζικηνοὺς,['κυζικηνός']
κυκλίων,['κύκλιος']
κυκλοτερέα,['κυκλοτερής']
κυκλουμένοις,"['κυκλέω', 'κυκλόω']"
κυκλοῦσθαι,['κυκλόω']
κυλίκεσσι,['κύλιξ']
κυλικείου,['κυλικεῖον']
κυνηγέσιον,['κυνηγέσιον']
κυνηγίοις,['κυνήγιον']
κυνηγεσίαις,['κυνηγεσία']
κυνηγοῦντα,['κυνηγέω']
κυνηγῶν,['κυνηγέω']
κυνὸς,['κύων']
κυνᾶς,['κύων']
κυνῶν,['κύων']
κυοῦσα,['κυέω']
κυοῦσαν,['κυέω']
κυπαριττίνης,['κυπαρίσσινος']
κυρήσει,['κυρέω']
κυρία,['κυρία']
κυρίαν,"['κυρία', 'κύριος']"
κυρίας,"['κυρία', 'κύριος']"
κυρίην,['κύριος']
κυρίως,['κύριος']
κυρίᾳ,['κυρία']
κυρείαν,['κυρεία']
κυριεύσαιεν,['κυριεύω']
κυριεύσαντες,['κυριεύω']
κυριωτάτας,['κύριος']
κυριωτάτη,['κύριος']
κυριωτάτην,['κύριος']
κυριωτάτοις,['κύριος']
κυριωτάτου,['κύριος']
κυριωτέραν,['κύριος']
κυριώτατα,['κύριος']
κυριώτατον,['κύριος']
κυριώτατος,['κύριος']
κυριώτατόν,['κύριος']
κυριώτερον,['κύριος']
κυροῦν,"['κυρέω', 'κυρόω']"
κυρωθέντος,['κυρόω']
κυρώσαντος,['κυρόω']
κυρῆσαι,['κυρέω']
κυσί,['κύων']
κυσὶ,['κύων']
κω,"['  ', 'πω']"
κωκυτὸν,['κωκυτός']
κωλυόμενός,['κωλύω']
κωλύει,['κωλύω']
κωλύειν,"['  ', 'κωλύω']"
κωλύουσαν,['κωλύω']
κωλύσει,['κωλύω']
κωλύσουσι,['κωλύω']
κωλῦον,['κωλύω']
κωλῦσαι,['κωλύω']
κωμάζειν,['κωμάζω']
κωμαζόντων,['κωμάζω']
κωμηδὸν,['κωμηδόν']
κωμῳδιοποιός,['κωμῳδιοποιός']
κωμῳδιοποιὸς,['κωμῳδιοποιός']
κωμῳδῶν,['κωμῳδός']
κωμῶν,['κώμη']
κως,"['  ', 'πως']"
κωφὰ,['κωφός']
κωφὸν,['κωφός']
κόθεν,['πόθεν']
κόλακας,['κόλαξ']
κόλπον,['κόλπος']
κόλπος,['κόλπος']
κόλπῳ,['κόλπος']
κόνδυλον,['κόνδυλος']
κόνους,['κόννος']
κόπον,['κόπος']
κόρας,['κόρη']
κόρον,['κόρος']
κόρων,['κόρος']
κόσμει,['κοσμέω']
κόσμοί,['κόσμος']
κόσμον,['κόσμος']
κόσμος,['κόσμος']
κόσμῳ,['κόσμος']
κόσοι,['πόσος']
κότερα,"['  ', 'πότερος']"
κότερον,['πότερος']
κύβδ᾽,['κύβδα']
κύλικας,['κύλιξ']
κύουσαν,['κύω']
κύριον,['κύριος']
κύριος,['κύριος']
κύρτῃ,['κύρτη']
κώθων,['κώθων']
κώλυσιν,['κώλυσις']
κώμην,['κώμη']
κώμης,['κώμη']
κώμοις,['κῶμος']
κώμων,['κῶμος']
κώμῳ,['κῶμος']
κἀ,['καί']
κἀ-,['καί']
κἀγαθοί,['καὶ ἀγαθός']
κἀγαθὸς,['καὶ ἀγαθός']
κἀγὼ,['καί ἐγώ']
κἀκείνη,['καί ἐκεῖνος']
κἀκείνην,['καί ἐκεῖνος']
κἀκείνῳ,['καί ἐκεῖνος']
κἀκεῖ,['καὶ ἐκεῖ']
κἀκεῖνο,['καί ἐκεῖνος']
κἀκεῖνό,['καὶ ἐκεῖνος']
κἀμοὶ,['καί ἐγώ']
κἀμὲ,['καὶ ἐγώ']
κἀξεπεσφραγίζετο,['καί ἐξεπισφραγίζομαι']
κἀπὶ,['καί ἐπί']
κἂν,['καὶ ἄν']
κἄπειτεν,['καί ἔπειτα']
κᾆτ᾽,['καί εἶτα']
κ᾽,['καί']
κῃ,['πη']
κῆρυξ,['κῆρυξ']
κῇ,['πῆ']
λ,['λ']
λάβε,['λαμβάνω']
λάβοι,['λαμβάνω']
λάβοιμι,['λαμβάνω']
λάβοιτε,['λαμβάνω']
λάβωσι,['λαμβάνω']
λάβῃ,['λαμβάνω']
λάβῃς,['λαμβάνω']
λάθρα,['λάθρῃ']
λάθρᾳ,['λάθρῃ']
λάθω,['λανθάνω']
λάθῃ,['λανθάνω']
λάμψεαι,"['  ', 'λαμβάνω']"
λάφυρα,['λάφυρα']
λάφυρον,['λάφυρα']
λάχε,['λαγχάνω']
λάχωσιν,['λαγχάνω']
λέγε,['λέγω']
λέγει,['λέγω']
λέγειν,['λέγω']
λέγεις,['λέγω']
λέγεσθαί,['λέγω']
λέγεσθαι,['λέγω']
λέγεταί,['λέγω']
λέγεται,['λέγω']
λέγετε,['λέγω']
λέγετ᾽,['λέγω']
λέγητε,['λέγω']
λέγοι,['λέγω']
λέγοιεν,['λέγω']
λέγοιμεν,['λέγω']
λέγοιμι,['λέγω']
λέγομεν,['λέγω']
λέγον,['λέγω']
λέγονθ᾽,['λέγω']
λέγοντά,['λέγω']
λέγοντα,['λέγω']
λέγονται,['λέγω']
λέγοντας,['λέγω']
