form,lemmi_originari,lemmi_dizionario,match_ratio
εἶδόν,"['ὁράω', 'εἶδον']","['ὁράω', 'ὁράω ']",1/2
μουνιχιῶνος,['μουνιχιών'],['μουνιχιών'],2/2
χρῆσαι,"['χράω2', 'χράω']",['χράω'],2/4
ποδαπόν,['ποδαπός'],['ποδαπός'],2/2
Βοιωτίῳ,['Βοιώτιος'],['Βοιώτιος'],6/6
ἐνέγκαντες,['φέρω'],['φέρω'],1/1
ἀποστησάμενον,['ἀφεστήξω'],['ἀφίστημι'],0/1
σταθμοῦ,"['σταθμός', 'σταθμόν', 'σταθμό́']",['σταθμόν'],1/4
κατεχρήσατο,"['καταχράω', 'κατά-χράω2']",['καταχράω'],3/5
κατείποι,"['καταλέγω', 'κατεῖπον']",['καταλέγω'],1/2
λημμάτων,['λῆμμα'],['λῆμμα'],2/2
καταχρήσασθαι,"['καταχράομαι', 'καταχράω']",['καταχράω'],1/3
δανείσασθαι,['δανείζω'],['δανείζω'],6/6
συνειδώς,['σύνοιδα'],['σύνοιδα'],2/2
ἀπέτεισεν,['ἀποτίνω'],['ἀποτίνω'],2/2
μηνὶ,['μείς'],['μείς'],10/10
ἐγράψαντο,['γράφω'],['γράφω'],1/1
Ἀλκέτην,['Ἀλκέτης'],['Ἀλκέτης'],1/1
κελεύσας,['κελεύω'],['κελεύω'],15/15
ἀπῆλθε,['ἀπέρχομαι'],['ἀπέρχομαι'],10/10
ἀπενηνόχει,['ἀπενανοχέω'],['ἀποφέρω'],0/1
καταχρῆται,['καταχράω'],['καταχράω'],3/3
ἐγράφης,['γράφω'],['γράφω'],1/1
ἀπετείσθη,['ἀποτίνω'],['ἀποτίνω'],1/1
παρασχήσειν,['παρέχω'],['παρέχω'],1/1
ἀνήγου,['ἀνάγω'],['ἀνάγω'],1/1
ἀπέσχηται,['ἀπεισχάω'],['ἀπέχω'],0/1
καθιερώσαντα,['καθιερόω'],['καθιερόω'],1/1
Ἀλκέτου,['Ἀλκέτης'],['Ἀλκέτης'],4/4
μεγίστῳ,['μέγας'],['μέγας'],5/5
πολιορκεῖσθαι,['πολιορκέω'],['πολιορκέω'],7/7
διέκειντο,['διάκειμαι'],['διάκειμαι'],6/6
Λαμπτρέως,['Λαμπτρεύς'],['Λαμπτρεύς'],1/1
ναυκλήρῳ,['ναύκληρος'],['ναύκληρος'],6/6
διαδοίη,['διαδέω'],['διαδίδωμι'],0/2
Βοιωτίοις,['Βοιώτιος'],['Βοιώτιος'],2/2
παραμένωσιν,['παραμένω'],['παραμένω'],2/2
Βοιωτίων,['Βοιώτιος'],['Βοιώτιος'],2/2
διαπελθόντων,['διαπέρχομαι'],['διαπέρχομαι'],2/2
ἐλεῶν,"['ἐλεέω', 'ἐλεάω']",['ἐλεέω'],1/2
προσαγαγὼν,['προσάγω'],['προσάγω'],3/3
παρεκρούσατο,['παρακρούω'],['παρακρούω'],1/1
κατεδιῄτα,['καταδιαιτάω'],['καταδιαιτάω'],1/1
ἀποδιαιτήσας,['ἀποδιαιτέω'],['ἀποδιαιτάω'],0/1
εἴληχα,['λαγχάνω'],['λαγχάνω'],1/1
διομοσάμενον,['διόμνυμι'],['διόμνυμι'],1/1
καταγομένων,['κατάγω'],['κατάγω'],1/1
ἀργυρᾶς,['ἀργύρεος'],['ἀργύρεος'],3/3
Παράλιον,['Παράλιον'],['Παράλιον'],1/1
δεηθέντι,"['δέω2', 'δέω']",['δέω'],1/3
θαργηλιῶνα,['θαργηλιών'],['θαργηλιών'],1/1
μῆνα,['μείς'],['μείς'],9/9
ἄγοντος,['ἄγω'],['ἄγω'],9/9
λυκιουργεῖς,['Λυκιοεργής'],['λυκιουργής'],0/1
δόντων,['δίδωμι'],['δίδωμι'],4/4
εὐπορωτέρου,['εὔπορος'],['εὔπορος'],1/1
χρῇ,['χρή'],['χράω'],0/1
ἀποστερήσας,['ἀποστερέω'],['ἀποστερέω'],3/3
παρέσχημαι,['παρεισχάω'],['παρέχω'],0/1
λογισμούς,['λογισμός'],['λογισμός'],2/2
κοινός,['κοινός'],['κοινός'],2/2
σιγῇ,['σιγή'],['σιγή'],3/3
Μνησίλοχος,['Μνησίλοχος'],['Μνησίλοχος'],2/2
παρέλαβέ,['παραλαμβάνω'],['παραλαμβάνω'],1/1
Ἁγνίου,['Ἁγνίας'],['Ἁγνίας'],2/2
Ἁγνίᾳ,['Ἁγνίας'],['Ἁγνίας'],2/2
ἀνηλωμένων,['ἀναλίσκω'],['ἀναλίσκω'],2/2
Μνησιλόχῳ,['Μνησίλοχος'],['Μνησίλοχος'],1/1
χρήσοιτο,['χράω'],['χράω'],1/1
ἀνάξεσθαι,['ἀνάγω'],"['ἀνάσσω', 'ἀνάγω']",1/1
ναυτικοῦ,"['ναυτικός', 'ναυτικόν']",['ναυτικόν'],5/16
φράζει,['φράζω'],['φράζω'],12/12
προσέρχεταί,['προσέρχομαι'],['προσέρχομαι'],3/3
βούλοιτό,['βούλομαι'],['βούλομαι'],5/5
διαλεχθῆναι,['διαλέγω'],['διαλέγω'],4/4
Καλλίππου,['Κάλλιππος'],['Κάλλιππος'],5/5
φευγόντων,['φεύγω'],['φεύγω'],21/21
Καλλίππῳ,['Κάλλιππος'],['Κάλλιππος'],7/7
ἐνέχεσθαι,['ἐνέχω'],['ἐνέχω'],2/2
ἀναμνησθῆναι,['ἀναμιμνῄσκω'],['ἀναμιμνῄσκω'],1/1
ἀφειστήκει,['ἀφίστημι'],['ἀφίστημι'],2/2
Κυζικηνῶν,"['Κύζικος', 'Κυζικηνός']",['Κυζικηνός'],2/4
κατήγετο,['κατάγω'],['κατάγω'],5/5
διαλέγεσθαι,['διαλέγω'],['διαλέγω'],11/11
περιέπλει,['περιπλέω'],['περιπλέω'],4/4
καταπλέοντες,['καταπλέω'],['καταπλέω'],2/2
Πολυκλεῖ,['Πολυκλῆς'],['Πολυκλέης'],0/3
ναυκλήρων,['ναύκληρος'],['ναύκληρος'],2/2
ἀπεκρίνατό,['ἀποκρίνω'],['ἀποκρίνω'],7/7
ἐδανεισάμην,['δανείζω'],['δανείζω'],1/1
δεηθείην,['δέω'],['δέω'],1/1
εἰρημένῳ,['ἐρῶ'],['λέγω'],0/3
συντριηράρχου,['συντριήραρχος'],['συντριήραρχος'],2/2
ἀνηλωμένοις,['ἀναλίσκω'],['ἀναλίσκω'],1/1
ἐβούλετό,['βούλομαι'],['βούλομαι'],1/1
μετεπέμπετό,['μεταπέμπω'],['μεταπέμπω'],1/1
δεομένη,"['δέω', 'δέομαι']",['δέω'],1/2
δάκρυα,['δάκρυον'],['δάκρυον'],6/6
λιπεῖν,['λείπω'],['λείπω'],6/6
ποιησαμένους,['ποιέω'],['ποιέω'],7/7
ἀναμνησθέντας,['ἀναμιμνῄσκω'],['ἀναμιμνῄσκω'],2/2
ἀμέμπτως,['ἄμεμπτος'],['ἄμεμπτος'],3/3
Πολυκλέα,['Πολυκλῆς'],['Πολυκλέης'],0/3
ποιήσεσθε,['ποιέω'],['ποιέω'],4/4
διεδέξατο,"['διαδέχομαι', 'διαδείκνυμι']",['διαδέχομαι'],7/8
κρατίστην,"['κρατύς', 'κράτιστος']","['ἀγαθός', ' ἀγαθός']",0/4
ἐγκεκτημένων,['ἐγκτάομαι'],['ἐγκτάομαι'],1/1
τριττοῖς,['τρισσός'],['τρισσός'],1/1
μηνοῖν,['μείς'],['μείς'],4/4
μηνῶν,"['μείς', 'μήνη']",['μείς'],8/10
ἀναγόμενος,['ἀνάγω'],['ἀνάγω'],3/3
Ἀρχένεῳ,['Ἀρχένεως'],['Ἀρχένεως'],2/2
Μαρωνιτῶν,['Μαρωνίτης'],['Μαρωνίτης'],4/4
ἀπῇσαν,"['ἀπέρχομαι', 'ἄπειμι2']",['ἄπειμι'],0/5
κατάγουσι,['κατάγω'],['κατάγω'],2/2
Νικίππου,['Νίκιππος'],['Νίκιππος'],1/1
ναυκλήρου,['ναύκληρος'],['ναύκληρος'],3/3
ἀνειλόμην,['ἀναιρέω'],['ἀναιρέω'],1/1
Σηστῷ,['Σηστός'],['Σηστός'],3/3
ἐκέλευσά,['κελεύω'],['κελεύω'],1/1
ἀνάπλουν,['ἀνάπλοος'],['ἀνάπλοος'],4/4
ἀνηγόμην,['ἀνάγω'],['ἀνάγω'],1/1
ἀρκτοῦρον,['Ἀρκτοῦρος'],['ἀρκτοῦρος'],0/1
πελάγιον,['πελάγιος'],['πελάγιος'],6/6
ἀπειρηκότων,['ἀπολέγω'],['ἀπολέγω'],1/1
δειπνοποιήσασθαι,['δειπνοποιέω'],['δειπνοποιέω'],2/2
μισθοφόρων,"['μισθοφόρος', 'μισθόφορος']",['μισθοφόρος'],20/28
προσοίκων,['πρόσοικος'],['πρόσοικος'],8/8
Πλειάδων,['Πλειάδες'],['Πλειάδες'],1/1
δανειζόμενος,['δανείζω'],['δανείζω'],2/2
διανοοῦ,['διανοόω'],['διανοέω'],0/1
πίττης,['πίσσα'],['πίσσα'],1/1
γεύεται,['γεύω'],['γεύω'],1/1
προσέρχονται,['προσέρχομαι'],['προσέρχομαι'],2/2
αὐτόθεν,['αὐτόθεν'],['αὐτόθεν'],15/15
διενοεῖτο,"['διανοέω', 'διανοέομαι']",['διανοέω'],1/5
ἀντιλέγοι,['ἀντιλέγω'],['ἀντιλέγω'],2/2
ἐγέγραπτο,['γράφω'],['γράφω'],3/3
καταλλαγὴ,['καταλλαγή'],['καταλλαγή'],1/1
λογίζεσθαι,['λογίζομαι'],['λογίζομαι'],2/2
λέγοιμι,"['λέγω3', 'λέγω']",['λέγω'],2/4
λῃτουργία,['λειτουργία'],['λειτουργία'],1/1
πορεύομαι,['πορεύω'],['πορεύω'],1/1
πλήρη,['πλήρης'],['πλήρης'],5/5
χρυσόπαστον,['χρυσόπαστος'],['χρυσόπαστος'],1/1
διεφθαρμένον,['διαφθείρω'],['διαφθείρω'],2/2
πλήρωμα,['πλήρωμα'],['πλήρωμα'],1/1
προλαμβάνειν,['προλαμβάνω'],['προλαμβάνω'],1/1
λοῦσθαι,['λούω'],['λούω'],2/2
βαλανείῳ,['βαλανεῖον'],['βαλανεῖον'],1/1
πονηροτέρους,['πονηρός'],['πονηρός'],2/2
ἀντείποι,"['ἀντιλέγω', 'ἀντεῖπον']",['ἀντιλέγω'],1/2
ἀπεκρινάμην,['ἀποκρίνω'],['ἀποκρίνω'],5/5
ἀδόκιμα,['ἀδόκιμος'],['ἀδόκιμος'],1/1
παρασκεύαζε,['παρασκευάζω'],['παρασκευάζω'],1/1
διεφθάρθαι,['διαφθείρω'],['διαφθείρω'],2/2
κατασκεύασαι,['κατασκευάζω'],['κατασκευάζω'],1/1
οἵτινές,['ὅστις'],['ὅστις'],1/1
συμπλεύσονται,['συμπλέω'],['συμπλέω'],1/1
ἀποκρίνεταί,['ἀποκρίνω'],['ἀποκρίνω'],1/1
Πολύκλεις,['Πολυκλῆς'],['Πολυκλέης'],0/1
πράξομαι,['πράσσω'],['πράσσω'],1/1
τριηράρχησον,['τριηραρχέω'],['τριηραρχέω'],1/1
πείσει,['πάσχω'],"['πείθω', 'πάσχω']",1/1
λελῃτουργηκὼς,['λειτουργέω'],['λειτουργέω'],1/1
ἀξιοῖς,['ἀξιόω'],['ἀξιόω'],4/4
λῃτουργῆσαι,['λειτουργέω'],['λειτουργέω'],1/1
ἀναλώματ’,['ἀνάλωμα'],['ἀνάλωμα'],1/1
εἰδῶ,['οἶδα'],['οἶδα'],2/2
καταλέλοιπεν,"['καταλείπω', 'καταλιμπάνω']",['καταλείπω'],1/3
δείξει,['δείκνυμι'],['δείκνυμι'],2/2
σιωπῇ,['σιωπή'],['σιωπή'],16/16
εἴσοιτο,['οἶδα'],['οἶδα'],1/1
ψεύσομαι,['ψεύδω'],['ψεύδω'],1/1
βούλοιο,['βούλομαι'],['βούλομαι'],3/3
Σκίρῳ,['Σκίρος'],['Σκίρος'],2/2
καταλιπών,"['καταλείπω', 'καταλιμπάνω']",['καταλείπω'],2/6
προξένῳ,['πρόξενος'],['πρόξενος'],1/1
Στραμμένῳ,['Στραμμένος'],['Στράμμενος'],0/1
Ἀριστόνουν,['Ἀριστόνους'],['Ἀριστόνους'],1/1
διαλέγου,['διαλέγω'],['διαλέγω'],1/1
ἀμέλει,['ἀμέλει'],['ἀμέλει'],6/6
δεηθέντος,['δέω2'],['δέω'],0/5
διαλεχθέντος,['διαλέγω'],['διαλέγω'],3/3
γνωρίμῳ,['γνώριμος'],['γνώριμος'],1/1
ἀπέσχετ’,['ἀπέχω'],['ἀπέχω'],1/1
καταδιαιτῆσαι,['καταδιαιτέω'],['καταδιαιτάω'],0/1
ψεύδονται,['ψεύδω'],['ψεύδω'],3/3
κληρονόμῳ,['κληρόνομος'],['κληρονόμος'],0/1
προσταχθῆναι,['προστάσσω'],['προστάσσω'],2/2
ἀπιόντα,"['ἀπέρχομαι', 'ἄπειμι1', 'ἄπειμι2']",['ἄπειμι'],0/5
ἀπειπόνθ’,['ἀπολέγω'],['ἀπολέγω'],1/1
Ἀριστόνῳ,['Ἀρίστονος'],['Ἀρίστονος'],1/1
Ἄκην,['Ἄκης'],['Ἄκης'],1/1
οὐδαμοῖ,['οὐδαμοῖ'],['οὐδαμός'],0/1
ψεύσοιντο,['ψεύδω'],['ψεύδω'],1/1
σωθεὶς,"['σῴζω', 'σώζω']",['σῴζω'],1/7
δυνησόμενον,['δύναμαι'],['δυνάμαι'],0/1
ψευσαμένῳ,['ψεύδω'],['ψεύδω'],1/1
πονηροῦ,['πονηρός'],['πονηρός'],6/6
πιστά,['πιστός2'],['πιστός'],0/2
Φρασίᾳ,['Φρασίας'],['Φρασίας'],1/1
δημότου,['δημότης'],['δημότης'],1/1
κελεύῃ,['κελεύω'],['κελεύω'],3/3
ἀπήνεγκα,['ἀποφέρω'],['ἀποφέρω'],1/1
ἀπενηνεγμένον,['ἀποφέρω'],['ἀποφέρω'],1/1
διαιτῆσαι,['διαιτέω'],['διαιτάω'],0/1
δείξειν,['δείκνυμι'],['δείκνυμι'],2/2
καταχθῆναι,['κατάσσω'],['κατάγω'],0/1
ἐκινδύνευον,['κινδυνεύω'],['κινδυνεύω'],7/7
διακεῖσθαι,"['διάκειμαι', 'διακέομαι']",['διάκειμαι'],5/6
συναχθεσθεὶς,['συνάχθομαι'],['συνάχθομαι'],1/1
ἐδεῖτό,['δέω2'],['δέω'],0/1
λελυμένος,['λύω'],['λύω'],1/1
δεικνύοντα,['δείκνυμι'],['δείκνυμι'],2/2
δεσμῶν,"['δεσμός', 'δέσμη']",['δέσμη'],1/3
οὐλὰς,['οὐλή'],['οὐλή'],2/2
Θεοκλέα,['Θεοκλῆς'],['Θεοκλέης'],0/1
ἐκπώματα,['ἔκπωμα'],['ἔκπωμα'],6/6
προσελθών,['προσέρχομαι'],['προσέρχομαι'],2/2
γένωμαι,['γίγνομαι'],['γίγνομαι'],6/6
χρήσῃς,['χράω2'],['χράω'],0/1
λυσαμένου,['λύω'],['λύω'],1/1
νομίσας,['νομίζω'],['νομίζω'],20/20
ἀποκρίνῃ,['ἀποκρίνω'],['ἀποκρίνω'],2/2
κίχρημι,['κιχράω'],['κιχράω'],1/1
Ἀρκέσαντι,['Ἀρκέσας'],['Ἀρκέσας'],1/1
προὐξένησεν,['προεκνέω'],['προξενέω'],0/1
χρησαίμην,['χράω'],['χράω'],1/1
εἰσπράττοιμι,['εἰσπράσσω'],['εἰσπράσσω'],1/1
ἐκφέρει,['ἐκφέρω'],['ἐκφέρω'],2/2
οὗπέρ,['ὅσπερ'],['ὅσπερ'],1/1
εἰλήχειν,['λαγχάνω'],['λαγχάνω'],1/1
ψευδοκλητείας,['ψευδοκλητεία'],['ψευδοκλητεία'],2/2
ἀκροδρύων,['ἀκρόδρυα'],['ἀκρόδρυα'],1/1
περιστοίχων,['περίστοιχος'],['περίστοιχος'],1/1
διαθεῖεν,['διαθέω'],['διαθέω'],1/1
ἀνιόντα,['ἀνέρχομαι'],['ἄνειμι'],0/1
ἐκομίζετο,['κομίζω'],['κομίζω'],2/2
πεπονθότες,['πάσχω'],['πάσχω'],5/5
εἰργασμένοι,['ἐργάζομαι'],['ἐργάζομαι'],3/3
ἐναπετίμησεν,['ἐναποτιμάω'],['ἐναποτιμάω'],1/1
κατασημηναμένους,['κατασημαίνω'],['κατασημαίνομαι'],0/2
ἐγγυησάμενός,['ἐνεγγυάω'],['ἐγγυάω'],0/1
εὐπορώτατος,['εὔπορος'],['εὔπορος'],1/1
ἀμφισβητησόντων,['ἀμφιαμφισβητέω'],['ἀμφισβητέω'],0/1
παριδόντες,"['παροράω', 'παρεῖδον']",['παροράω'],1/2
γνωρίμως,['γνώριμος'],['γνώριμος'],1/1
διεκείμεθα,['διάκειμαι'],['διάκειμαι'],1/1
κατέλειπον,['καταλιμπάνω'],['καταλείπω'],0/1
δεκάτη,['δεκάτη'],['δεκάτη'],1/1
προηγούμενον,['προηγέομαι'],['προηγέομαι'],4/4
διαβάσεως,['διάβασις'],['διάβασις'],9/9
συνόδῳ,['σύνοδος2'],['σύνοδος'],0/1
συνεχὲς,['συνεχής'],['συνεχής'],17/17
καταλιπόντας,['καταλιμπάνω'],['καταλείπω'],0/3
διασώζεσθαι,['διασῴζω'],['διασῴζω'],3/3
περιθεῖναι,['περιτίθημι'],['περιτίθημι'],4/4
σώζειν,['σώζω'],['σῴζω'],0/7
ἀποθνήσκειν,['ἀποθνήσκω'],['ἀποθνῄσκω'],0/5
ἀπηλλάγησαν,['ἀπαλλαξείω'],['ἀπαλλάσσω'],0/3
Λεωνίδην,['Λεωνίδας'],['Λεωνίδας'],9/9
ἀριστοποιεῖσθαι,['ἀριστοποιέω'],['ἀριστοποιέω'],2/2
φονεύειν,['φονεύω'],['φονεύω'],7/7
παραθαλάττιον,['παραθαλάσσιος'],['παραθαλάσσιος'],2/2
Κιλικίαν,"['Κιλίκια', 'Κιλίκιa']",['Κιλικία'],0/9
Καρίαν,"['Κάρια', 'Καρία']",['Καρία'],2/15
Μυσίαν,"['Μυσία', 'Μύσια']",['Μυσία'],1/2
συμφράξαντες,"['συμφράζομαι', 'συμφράζω', 'συμφράσσω']",['συμφράσσω'],3/6
συνέτρεχον,['συντρέχω'],['συντρέχω'],3/3
ἀτάκτως,['ἄτακτος'],['ἄτακτος'],6/6
κατεπλάγησαν,"['καταπλήσσω', 'καταπλάσσω']",['καταπλήσσω'],3/7
ταραχὴ,['ταραχή'],['ταραχή'],5/5
κατάστασιν,['κατάστασις'],['κατάστασις'],7/7
Ξέρξην,['Ξέρξης'],['Ξέρξης'],19/19
φοβούμενοι,['φοβέω'],['φοβέω'],18/18
